x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3
-0.3186356405890847,0.11011258669001084,1.9716953531531158,0.2890047503815874,0.12984724791516,-0.46231475429315294,-0.9947941120906998,-0.5180420946332219,-1.4077386321329661
0.9223585535544896,-0.37878343254145586,0.305736322559401,0.9446999502056461,-0.5942687780906145,-0.6923101298802892,1.3860752623376786,-0.4751720586271597,-0.8026061279054804
0.6935955978354292,-0.38702932588904604,1.3743718948684949,-0.5237610064451574,-0.5489386853491828,-1.328611855868291,-0.2687345934339753,-0.547352323423264,-0.7509066724564648
0.058521508714721546,-0.4682941035031256,-0.29222486916277557,1.1231871903750335,-0.5051311811899145,-0.47380830517149386,-0.4620634850288686,-0.24502043834782272,-0.29807766778593914
1.1785328867532714,-0.3265052339978589,0.2566627345395194,1.3844299100687858,-0.31083452910353104,-0.32053704512304426,1.2903690110301589,-0.48437455213108294,-0.7693084707971232
-0.27177498759752033,-0.5105375664067897,1.733929195629368,0.6313161446573713,-0.38522294592717055,2.2917737654621275,0.3137934490993624,-0.3420420148703003,1.019854282597902
1.369457523288581,-0.4185365463714663,0.10438952732084372,NaN,NaN,NaN,1.051721187028991,0.1954429149685057,-0.1034653376479664
1.128188614859061,-0.2437274338031793,-0.696602075915036,0.8878332595788389,-0.5465025436177215,-0.09556860335743744,1.4896431725966615,-0.4542241095370616,-0.6384391920763979
-0.14461253448258468,-0.48002361575336183,1.081775010717335,0.4935306468063581,-0.4637470640933563,0.9851025932519191,-0.07550136185471537,-0.5154226045384633,0.30241213701614367
-1.0130922787477554,-0.6281754706318368,-1.4675532455748734,0.9325862035592831,-0.3669789866123069,0.8341478999153886,-0.8335719104095288,-0.5265685906933363,-1.106033320159924
-0.471363232882019,-0.06155090569753452,-0.9410293591940495,0.2714160621738118,-0.5518531271588106,-0.3516026351999568,-0.8031759404420487,-0.3548827776354765,-1.314643899252236
1.027944890143335,-0.5187643277512531,-0.5774575264437654,-0.07791199424867445,-0.38246315447615,-0.45798773291934003,1.3085412253332975,-0.49984596532617487,-0.9100769668023019
0.1901991145675488,-0.44516829472377606,0.7262306476122786,0.4159408081261909,-0.2662155091449735,-0.7501621186681189,-0.29733853244192504,-0.40744317322519163,-1.0339216117083567
-0.7923440380051716,-0.5193685801833369,-1.2353943593008307,-0.5973490678046651,-0.6494199657703981,0.289403969223609,0.23944489061557012,-0.5861344880945966,-0.08647133587071121
0.49182789852808545,-0.3921854007316806,-0.7567259900741576,1.28047935974727,-0.4967720901571582,-0.4274945086026327,1.0562698207723544,-0.4580728308327079,-0.8243225457878336
0.6036751831401301,-0.32891746072541195,-0.9410277648604555,1.0665851591248117,-0.3250543904274207,0.5739590347271966,1.3184005842779025,-0.34903316767950043,0.05296110858278924
