"selec","View","Channel","start","end","sound.files","Begin Path","File Offset (s)","bottom.freq","top.freq","score","class_fixed","class","org.sound.files","selec.file","detection"
2886,"Spectrogram 1",1,249.7436,249.7946,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",249.7436,13.3548,42.8226,0.7645544,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30446,"Spectrogram 1",1,249.745,249.796,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",249.745,13.3548,42.8226,0.8123616,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30494,"Spectrogram 1",1,250.057,250.108,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",250.057,13.3548,42.8226,0.7012167,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30489,"Spectrogram 1",1,251.4823,251.5333,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",251.4823,13.3548,42.8226,0.7180061,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30486,"Spectrogram 1",1,253.631,253.682,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",253.631,13.3548,42.8226,0.7282304,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30461,"Spectrogram 1",1,254.871,254.922,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",254.871,13.3548,42.8226,0.7782687,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30452,"Spectrogram 1",1,256.7177,256.7687,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",256.7177,13.3548,42.8226,0.7924993,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30460,"Spectrogram 1",1,258.8223,258.8733,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",258.8223,13.3548,42.8226,0.7796406,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30493,"Spectrogram 1",1,260.3517,260.4027,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",260.3517,13.3548,42.8226,0.7029056,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30429,"Spectrogram 1",1,262.2583,262.3093,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",262.2583,13.3548,42.8226,0.8495828,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30485,"Spectrogram 1",1,268.0657,268.1167,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",268.0657,13.3548,42.8226,0.7292366,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30496,"Spectrogram 1",1,271.3283,271.3793,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",271.3283,13.3548,42.8226,0.6990986,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30413,"Spectrogram 1",1,273.993,274.044,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",273.993,13.3548,42.8226,0.8872775,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30454,"Spectrogram 1",1,279.097,279.148,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",279.097,13.3548,42.8226,0.7917386,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30469,"Spectrogram 1",1,283.2544,283.3054,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",283.2544,13.3548,42.8226,0.7662169,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30425,"Spectrogram 1",1,286.0164,286.0674,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",286.0164,13.3548,42.8226,0.8505358,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30484,"Spectrogram 1",1,287.1644,287.2154,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",287.1644,13.3548,42.8226,0.7304354,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30448,"Spectrogram 1",1,294.3084,294.3594,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",294.3084,13.3548,42.8226,0.8052327,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30419,"Spectrogram 1",1,294.615,294.666,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",294.615,13.3548,42.8226,0.8729883,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30456,"Spectrogram 1",1,297.597,297.648,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",297.597,13.3548,42.8226,0.7836259,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30450,"Spectrogram 1",1,308.6864,308.7374,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",308.6864,13.3548,42.8226,0.800909,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30433,"Spectrogram 1",1,310.6604,310.7114,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",310.6604,13.3548,42.8226,0.8403854,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
2380,"Spectrogram 1",1,315.4204,315.4714,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",315.4204,13.3548,42.8226,0.7373813,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30479,"Spectrogram 1",1,315.4231,315.4741,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",315.4231,13.3548,42.8226,0.7396109,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
49216,"Spectrogram 1",1,319.2583,319.290115611,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",319.2583,27.206804,39.860294,NA,"","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","manual"
30499,"Spectrogram 1",1,321.7137,321.7647,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",321.7137,13.3548,42.8226,0.6965109,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30476,"Spectrogram 1",1,326.6457,326.6967,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",326.6457,13.3548,42.8226,0.7446474,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30406,"Spectrogram 1",1,327.0924,327.1434,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",327.0924,13.3548,42.8226,0.8352322,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
49217,"Spectrogram 1",1,328.4371,328.482550872,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",328.4371,26.462481,39.674213,NA,"","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","manual"
30441,"Spectrogram 1",1,332.1138,332.1648,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",332.1138,13.3548,42.8226,0.8263866,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30439,"Spectrogram 1",1,334.7511,334.8021,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",334.7511,13.3548,42.8226,0.8289136,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30457,"Spectrogram 1",1,337.2598,337.3108,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",337.2598,13.3548,42.8226,0.78356,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30464,"Spectrogram 1",1,337.5764,337.6274,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",337.5764,13.3548,42.8226,0.7730448,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30475,"Spectrogram 1",1,346.9458,346.9968,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",346.9458,13.3548,42.8226,0.7491114,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30407,"Spectrogram 1",1,347.1624,347.2134,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",347.1624,13.3548,42.8226,0.629374,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30415,"Spectrogram 1",1,355.4564,355.5074,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",355.4564,13.3548,42.8226,0.8845049,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30465,"Spectrogram 1",1,356.4171,356.4681,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",356.4171,13.3548,42.8226,0.7724528,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30477,"Spectrogram 1",1,358.4345,358.4855,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",358.4345,13.3548,42.8226,0.7444294,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
49218,"Spectrogram 1",1,369.1042,369.140560698,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",369.1042,25.345997,39.674213,NA,"","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","manual"
30498,"Spectrogram 1",1,369.3838,369.4348,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",369.3838,13.3548,42.8226,0.6978927,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
30503,"Spectrogram 1",1,369.6685,369.7195,"ch1MPI_2020-01-30_12-52-01_0000190.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-52-01_0000190.wav",369.6685,13.3548,42.8226,0.6553637,"call","call","ch1MPI_2020-01-30_12-52-01_0000190.wav","raven_selection_table_calls.txt","automatic"
29458,"Spectrogram 1",1,14.294,14.3449999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",14.294,13.3548,42.8226,0.4279375,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29183,"Spectrogram 1",1,18.7734,18.8244000000004,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",18.7734,13.3548,42.8226,0.6254313,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29310,"Spectrogram 1",1,19.0414,19.0923999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",19.0414,13.3548,42.8226,0.5639052,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29209,"Spectrogram 1",1,23.8167,23.8676999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",23.8167,13.3548,42.8226,0.8723706,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29224,"Spectrogram 1",1,26.0154,26.0663999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",26.0154,13.3548,42.8226,0.8498835,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29203,"Spectrogram 1",1,27.168,27.2189999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",27.168,13.3548,42.8226,0.8835969,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29228,"Spectrogram 1",1,30.2827,30.3336999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",30.2827,13.3548,42.8226,0.8463966,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29292,"Spectrogram 1",1,30.334,30.3849999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",30.334,13.3548,42.8226,0.7415373,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29269,"Spectrogram 1",1,32.7074,32.7583999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",32.7074,13.3548,42.8226,0.7852851,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29191,"Spectrogram 1",1,33.6727,33.7236999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",33.6727,13.3548,42.8226,0.9137979,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29212,"Spectrogram 1",1,36.4647,36.5156999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",36.4647,13.3548,42.8226,0.8703902,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29297,"Spectrogram 1",1,38.206,38.2569999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",38.206,13.3548,42.8226,0.7323819,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29202,"Spectrogram 1",1,41.4954,41.5463999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",41.4954,13.3548,42.8226,0.8841358,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29223,"Spectrogram 1",1,42.258,42.3089999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",42.258,13.3548,42.8226,0.8505214,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29308,"Spectrogram 1",1,51.5201,51.5710999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",51.5201,13.3548,42.8226,0.6013439,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29254,"Spectrogram 1",1,51.8114,51.8623999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",51.8114,13.3548,42.8226,0.8066084,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29198,"Spectrogram 1",1,57.2021,57.2530999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",57.2021,13.3548,42.8226,0.9036499,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29284,"Spectrogram 1",1,57.7334,57.7843999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",57.7334,13.3548,42.8226,0.7593319,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29242,"Spectrogram 1",1,63.0981,63.1490999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",63.0981,13.3548,42.8226,0.8256274,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29288,"Spectrogram 1",1,65.4021,65.4530999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",65.4021,13.3548,42.8226,0.7544149,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29245,"Spectrogram 1",1,68.0301,68.0810999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",68.0301,13.3548,42.8226,0.8206201,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29234,"Spectrogram 1",1,70.7248,70.7757999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",70.7248,13.3548,42.8226,0.8405872,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29259,"Spectrogram 1",1,72.3928,72.4437999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",72.3928,13.3548,42.8226,0.8016173,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29204,"Spectrogram 1",1,72.6661,72.7170999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",72.6661,13.3548,42.8226,0.8786211,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29261,"Spectrogram 1",1,80.8981,80.9490999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",80.8981,13.3548,42.8226,0.8003057,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29275,"Spectrogram 1",1,84.9201,84.9710999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",84.9201,13.3548,42.8226,0.7811181,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29211,"Spectrogram 1",1,85.6941,85.7450999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",85.6941,13.3548,42.8226,0.8719882,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29281,"Spectrogram 1",1,95.4154,95.4663999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",95.4154,13.3548,42.8226,0.7700078,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
29192,"Spectrogram 1",1,96.6608,96.7117999999999,"ch1MPI_2020-01-30_12-27-12_0000189.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI_2020-01-30_12-27-12_0000189.wav",96.6608,13.3548,42.8226,0.9096142,"call","call","ch1MPI_2020-01-30_12-27-12_0000189.wav","raven_selection_table_calls.txt","automatic"
