Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin.Path	File.Offset..s.	selec.file	event	detection	class_fixed	class	score	org.sound.files	check.res	duration	min.n.samples	sample.rate	channels	bits	sound.file.samples	Audio	year	year.audio	tipo.de.video	Experimento	Grupo	Individuo	date	old.selec
669	Spectrogram 1	1	2212.993055111	2213.044055111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	212.845244	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	212.845244	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.523568181143384	ch2MPI2021-01-14_11-35-22_0000106.wav	OK	0.0510000000009825	4590	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2741
670	Spectrogram 1	1	2214.041722111	2214.092722111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	213.893911	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	213.893911	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.884762404926465	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2742
671	Spectrogram 1	1	2215.864400111	2215.915400111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	215.716589	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	215.716589	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.755769023545049	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2743
672	Spectrogram 1	1	2216.069733111	2216.120733111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	215.921922	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	215.921922	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.811183496153046	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2744
673	Spectrogram 1	1	2218.005733111	2218.056733111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	217.857922	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	217.857922	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.80130431985911	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.0510000000010109	4590	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2745
674	Spectrogram 1	1	2218.314400111	2218.365400111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	218.166589	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	218.166589	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.587722955428376	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999990214	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2746
675	Spectrogram 1	1	2221.089078111	2221.140078111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	220.941267	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	220.941267	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.846972433761396	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2747
676	Spectrogram 1	1	2223.224422111	2223.275422111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	223.076611	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	223.076611	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.56857714870927	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2748
677	Spectrogram 1	1	2223.369755111	2223.420755111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	223.221944	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	223.221944	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.80368452466516	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2749
678	Spectrogram 1	1	2224.807089111	2224.858089111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	224.659278	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	224.659278	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.815845844714215	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2750
679	Spectrogram 1	1	2226.189755111	2226.240755111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	226.041944	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	226.041944	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.548078438500807	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2751
680	Spectrogram 1	1	2227.022433111	2227.073433111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	226.874622	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	226.874622	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.853791660050321	ch7MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999990214	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2752
681	Spectrogram 1	1	2229.582433111	2229.633433111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	229.434622	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	229.434622	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.816400777261216	ch3MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999990214	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2753
682	Spectrogram 1	1	2230.487767111	2230.538767111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	230.339956	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	230.339956	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.694920908524108	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2754
683	Spectrogram 1	1	2231.985778111	2232.036778111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	231.837967	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	231.837967	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.864754439462988	ch7MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999990214	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2755
684	Spectrogram 1	1	2234.654444111	2234.705444111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	234.506633	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	234.506633	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.79761625886189	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.0510000000010109	4590	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2756
685	Spectrogram 1	1	2236.785789111	2236.836789111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	236.637978	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	236.637978	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.806934895717293	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2757
686	Spectrogram 1	1	2239.255133111	2239.306133111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	239.107322	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	239.107322	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.810473083851083	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2758
687	Spectrogram 1	1	2239.583133111	2239.634133111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	239.435322	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	239.435322	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.662986127031991	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2759
688	Spectrogram 1	1	2242.906478111	2242.957478111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	242.758667	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	242.758667	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.833519787259796	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2760
689	Spectrogram 1	1	2243.111811111	2243.162811111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	242.964000	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	242.964	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.498373300976106	ch2MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2761
690	Spectrogram 1	1	2243.578478111	2243.629478111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	243.430667	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	243.430667	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.512456862351555	ch2MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2762
691	Spectrogram 1	1	2245.219144111	2245.270144111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	245.071333	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	245.071333	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.851682567428261	ch3MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2763
692	Spectrogram 1	1	2247.522489111	2247.573489111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	247.374678	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	247.374678	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.55921543778462	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999990214	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2764
693	Spectrogram 1	1	2247.808489111	2247.859489111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	247.660678	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	247.660678	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.831743783963542	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999990214	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2765
694	Spectrogram 1	1	2249.167822111	2249.218822111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	249.020011	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	249.020011	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.726870085457008	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.0510000000009825	4590	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2766
695	Spectrogram 1	1	2250.159155111	2250.210155111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	250.011344	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	250.011344	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.829765151123138	ch8MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2767
696	Spectrogram 1	1	2251.831167111	2251.882167111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	251.683356	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	251.683356	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.725480224051321	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.0510000000009825	4590	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2768
697	Spectrogram 1	1	2253.091833111	2253.142833111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	252.944022	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	252.944022	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.66066592584763	ch2MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999990214	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2769
698	Spectrogram 1	1	2254.444500111	2254.495500111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	254.296689	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	254.296689	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.724788384512817	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.0510000000010109	4590	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2770
699	Spectrogram 1	1	2255.626511111	2255.677511111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	255.478700	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	255.4787	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.534047381784533	ch6MPI2021-01-14_11-35-22_0000106.wav	OK	0.050999999998993	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2771
700	Spectrogram 1	1	2256.188511111	2256.239511111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	256.040700	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	256.0407	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.770936940789178	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999989645	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2772
701	Spectrogram 1	1	2259.301189111	2259.352189111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	259.153378	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	259.153378	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.801718522917315	ch2MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999990214	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2773
702	Spectrogram 1	1	2259.542522111	2259.593522111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	259.394711	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	259.394711	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.716418738345155	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999990214	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2774
703	Spectrogram 1	1	2261.101189111	2261.152189111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	260.953378	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	260.953378	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.709466155236251	ch1MPI2021-01-14_11-35-22_0000106.wav	OK	0.0509999999990214	4589	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2775
704	Spectrogram 1	1	2262.964522111	2263.015522111	ch1MPI2021-01-14_11-35-22_0000106.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	262.816711	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-14_11-35-22_0000106.wav	262.816711	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-14_11-35-22_0000106.wav	automatic	call	call	0.772449644039959	ch4MPI2021-01-14_11-35-22_0000106.wav	OK	0.0510000000010109	4590	90	1	16	27908506	106	2021	2021-106	experimento	vuelo grupal/sin sonido	JP255	NA	2021-01-14	2776
