Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Begin.Path	File.Offset..s.	selec.file	event	detection	class_fixed	class	score	org.sound.files	check.res	duration	min.n.samples	sample.rate	channels	bits	sound.file.samples	Audio	year	year.audio	tipo.de.video	Experimento	Grupo	Individuo	date	old.selec
292	Spectrogram 1	1	1132.040344444	1132.091344444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	37.523600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	37.5236	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.6886214	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0509999999994974	4589	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22340
293	Spectrogram 1	1	1135.075744444	1135.126744444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	40.559000	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	40.559	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.7581109	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0510000000013022	4590	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22337
294	Spectrogram 1	1	1144.338444444	1144.389444444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	49.821700	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	49.8217	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.5830409	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0510000000013022	4590	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22349
295	Spectrogram 1	1	1148.409144444	1148.460144444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	53.892400	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	53.8924	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.6342581	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0509999999994974	4589	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22345
296	Spectrogram 1	1	1151.303844444	1151.354844444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	56.787100	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	56.7871	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.6156253	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0509999999994974	4589	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22347
297	Spectrogram 1	1	1156.141244444	1156.192244444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	61.624500	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	61.6245	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.6647139	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0509999999995046	4589	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22344
298	Spectrogram 1	1	1158.968544444	1159.019544444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	64.451800	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	64.4518	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.6720902	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0509999999994903	4589	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22342
299	Spectrogram 1	1	1169.090644444	1169.141644444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	74.573900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	74.5739	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.5509789	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0509999999995046	4589	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22352
300	Spectrogram 1	1	1175.556644444	1175.607644444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	81.039900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	81.0399	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.5543427	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0509999999994903	4589	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22351
301	Spectrogram 1	1	1187.764044444	1187.815044444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	93.247300	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	93.2473	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.5450037	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0509999999995046	4589	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22353
302	Spectrogram 1	1	1200.177544444	1200.228544444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	105.660800	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	105.6608	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.6661113	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0510000000030004	4590	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22343
303	Spectrogram 1	1	1207.384944444	1207.435944444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	112.868200	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	112.8682	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.6072148	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.050999999998993	4589	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22348
304	Spectrogram 1	1	1221.526344444	1221.577344444	ch1MPI2020-01-20_11-35-36_0000073.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	127.009600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_11-35-36_0000073.wav	127.0096	raven_selection_table_calls.txt	MPI2020-01-20_11-35-36_0000073.wav	automatic	call	call	0.676127	ch1MPI2020-01-20_11-35-36_0000073.wav	OK	0.0510000000030004	4590	90	1	16	12008817	73	2020	2020-73	experimento	vuelo grupal/sin sonido	15	900200000206443|900200000206710|982126058484259	2020-01-20	22341
305	Spectrogram 1	1	1305.495944444	1305.546944444	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	77.547900	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	77.5479	raven_selection_table_calls.txt	MPI2020-01-26_11-00-06_0000171.wav	automatic	call	call	0.5964234	ch1MPI2020-01-26_11-00-06_0000171.wav	OK	0.0509999999995046	4589	90	1	16	12766740	171	2020	2020-171	experimento	vuelo grupal/sin sonido	21	982126051278467|982126052945838|982126058484303	2020-01-26	27916
306	Spectrogram 1	1	1307.739544444	1307.783177282	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	79.791500	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	79.7915	raven_selection_table_calls.txt	MPI2020-01-26_11-00-06_0000171.wav	manual		call	NA	ch1MPI2020-01-26_11-00-06_0000171.wav	OK	0.0436328380018978	3926	90	1	16	12766740	171	2020	2020-171	experimento	vuelo grupal/sin sonido	21	982126051278467|982126052945838|982126058484303	2020-01-26	49437
307	Spectrogram 1	1	1323.689344444	1323.740344444	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	95.741300	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	95.7413	raven_selection_table_calls.txt	MPI2020-01-26_11-00-06_0000171.wav	automatic	call	call	0.7213454	ch1MPI2020-01-26_11-00-06_0000171.wav	OK	0.0509999999995046	4589	90	1	16	12766740	171	2020	2020-171	experimento	vuelo grupal/sin sonido	21	982126051278467|982126052945838|982126058484303	2020-01-26	27914
308	Spectrogram 1	1	1333.044144444	1333.095144444	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	105.096100	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	105.0961	raven_selection_table_calls.txt	MPI2020-01-26_11-00-06_0000171.wav	automatic	call	call	0.6905438	ch1MPI2020-01-26_11-00-06_0000171.wav	OK	0.050999999998993	4589	90	1	16	12766740	171	2020	2020-171	experimento	vuelo grupal/sin sonido	21	982126051278467|982126052945838|982126058484303	2020-01-26	27915
309	Spectrogram 1	1	1338.661444444	1338.712444444	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	110.713400	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	110.7134	raven_selection_table_calls.txt	MPI2020-01-26_11-00-06_0000171.wav	automatic	call	call	0.8172979	ch1MPI2020-01-26_11-00-06_0000171.wav	OK	0.0509999999990072	4589	90	1	16	12766740	171	2020	2020-171	experimento	vuelo grupal/sin sonido	21	982126051278467|982126052945838|982126058484303	2020-01-26	27912
310	Spectrogram 1	1	1340.803544444	1340.854544444	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	112.855500	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	112.8555	raven_selection_table_calls.txt	MPI2020-01-26_11-00-06_0000171.wav	automatic	call	call	0.4784239	ch1MPI2020-01-26_11-00-06_0000171.wav	OK	0.050999999998993	4589	90	1	16	12766740	171	2020	2020-171	experimento	vuelo grupal/sin sonido	21	982126051278467|982126052945838|982126058484303	2020-01-26	27917
311	Spectrogram 1	1	1351.106244444	1351.157244444	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	123.158200	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	123.1582	raven_selection_table_calls.txt	MPI2020-01-26_11-00-06_0000171.wav	automatic	call	call	0.640248	ch1MPI2020-01-26_11-00-06_0000171.wav	OK	0.0509999999990072	4589	90	1	16	12766740	171	2020	2020-171	experimento	vuelo grupal/sin sonido	21	982126051278467|982126052945838|982126058484303	2020-01-26	27911
312	Spectrogram 1	1	1355.403644444	1355.454644444	ch1MPI2020-01-26_11-00-06_0000171.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	127.455600	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_11-00-06_0000171.wav	127.4556	raven_selection_table_calls.txt	MPI2020-01-26_11-00-06_0000171.wav	automatic	call	call	0.7603236	ch1MPI2020-01-26_11-00-06_0000171.wav	OK	0.050999999998993	4589	90	1	16	12766740	171	2020	2020-171	experimento	vuelo grupal/sin sonido	21	982126051278467|982126052945838|982126058484303	2020-01-26	27913
313	Spectrogram 1	1	1397.538078111	1397.589078111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	27.737367	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	27.737367	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.505087044813224	ch2MPI2021-01-09_13-27-28_0000045.wav	OK	0.0510000000003998	4590	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1290
314	Spectrogram 1	1	1406.893422111	1406.944422111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	37.092711	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	37.092711	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.521390631543467	ch1MPI2021-01-09_13-27-28_0000045.wav	OK	0.0509999999994974	4589	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1291
315	Spectrogram 1	1	1410.745433111	1410.796433111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	40.944722	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	40.944722	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.721938337470845	ch4MPI2021-01-09_13-27-28_0000045.wav	OK	0.0510000000003998	4590	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1292
316	Spectrogram 1	1	1414.774767111	1414.825767111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	44.974056	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	44.974056	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.704893549139289	ch8MPI2021-01-09_13-27-28_0000045.wav	OK	0.0509999999995046	4589	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1293
317	Spectrogram 1	1	1418.720767111	1418.771767111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	48.920056	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	48.920056	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.667190924972678	ch7MPI2021-01-09_13-27-28_0000045.wav	OK	0.0509999999994974	4589	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1294
318	Spectrogram 1	1	1422.696111111	1422.747111111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	52.895400	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	52.8954	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.771430986917796	ch4MPI2021-01-09_13-27-28_0000045.wav	OK	0.0510000000003998	4590	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1295
319	Spectrogram 1	1	1424.154111111	1424.205111111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	54.353400	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	54.3534	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.63310671688349	ch3MPI2021-01-09_13-27-28_0000045.wav	OK	0.0510000000003998	4590	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1296
320	Spectrogram 1	1	1426.242111111	1426.293111111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	56.441400	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	56.4414	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.521935484207877	ch5MPI2021-01-09_13-27-28_0000045.wav	OK	0.0509999999994974	4589	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1297
321	Spectrogram 1	1	1429.803455111	1429.854455111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	60.002744	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	60.002744	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.539582306971512	ch1MPI2021-01-09_13-27-28_0000045.wav	OK	0.0509999999994974	4589	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1298
322	Spectrogram 1	1	1435.612789111	1435.663789111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	65.812078	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	65.812078	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.484423332186077	ch2MPI2021-01-09_13-27-28_0000045.wav	OK	0.0510000000003998	4590	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1299
323	Spectrogram 1	1	1436.488122111	1436.539122111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	66.687411	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	66.687411	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.735649661168349	ch1MPI2021-01-09_13-27-28_0000045.wav	OK	0.0510000000003998	4590	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1300
324	Spectrogram 1	1	1442.471467111	1442.522467111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	72.670756	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	72.670756	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.667762575959232	ch8MPI2021-01-09_13-27-28_0000045.wav	OK	0.0510000000003998	4590	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1301
325	Spectrogram 1	1	1442.760133111	1442.811133111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	72.959422	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	72.959422	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.73684752896835	ch1MPI2021-01-09_13-27-28_0000045.wav	OK	0.0510000000003998	4590	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1302
326	Spectrogram 1	1	1446.656144111	1446.707144111	ch1MPI2021-01-09_13-27-28_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	76.855433	13354.80000	42822.60000	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2021-01-09_13-27-28_0000045.wav	76.855433	raven_selection_table_calls_2021_manually_fixed.txt	MPI2021-01-09_13-27-28_0000045.wav	automatic	call	call	0.628964805833434	ch4MPI2021-01-09_13-27-28_0000045.wav	OK	0.0510000000003998	4590	90	1	16	28380365	45	2021	2021-45	experimento	vuelo grupal/sin sonido	MR20	982126058484350|982126052945840|982126057846230|982126057845207|982126058484256|982126052945870	2021-01-09	1303
