"selec","View","Channel","start","end","sound.files","Begin Path","File Offset (s)","score","class","event","audio","video","video_folder","org.sound.files","ovlp.sels","class_fixed","old.selec","selec.file","detection"
462,"Spectrogram 1",1,1.600756,1.600756,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",1.600756,NA,"call","",NA,NA,"","ch1MPI2020-01-17_09-36-16_0000030.wav",NA,"clap",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
14,"Spectrogram 1",1,22.412067,22.463067,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",22.412067,0.3966121,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch2MPI2020-01-17_09-36-16_0000030.wav",NA,"call",27,"raven_selection_table_calls_for_videos_2021.txt","automatic"
1,"Spectrogram 1",1,37.931456,37.982456,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",37.931456,0.688559,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",1,"call",1,"raven_selection_table_calls_for_videos_2021.txt","automatic"
2,"Spectrogram 1",1,93.882978,93.933978,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",93.882978,0.5836991,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch4MPI2020-01-17_09-36-16_0000030.wav",2,"call",15,"raven_selection_table_calls_for_videos_2021.txt","automatic"
3,"Spectrogram 1",1,102.8197,102.8707,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",102.8197,0.7824305,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch3MPI2020-01-17_09-36-16_0000030.wav",3,"call",43,"raven_selection_table_calls_for_videos_2021.txt","automatic"
4,"Spectrogram 1",1,114.849,114.9,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",114.849,0.4677928,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch3MPI2020-01-17_09-36-16_0000030.wav",4,"call",44,"raven_selection_table_calls_for_videos_2021.txt","automatic"
5,"Spectrogram 1",1,115.8757,115.9267,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",115.8757,0.7424796,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch3MPI2020-01-17_09-36-16_0000030.wav",5,"call",45,"raven_selection_table_calls_for_videos_2021.txt","automatic"
6,"Spectrogram 1",1,120.1497,120.2007,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",120.1497,0.5695345,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch3MPI2020-01-17_09-36-16_0000030.wav",6,"call",46,"raven_selection_table_calls_for_videos_2021.txt","automatic"
7,"Spectrogram 1",1,123.2471,123.2981,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",123.2471,0.5368894,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",7,"call",7,"raven_selection_table_calls_for_videos_2021.txt","automatic"
8,"Spectrogram 1",1,123.6397,123.6907,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",123.6397,0.6555496,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch4MPI2020-01-17_09-36-16_0000030.wav",8,"call",21,"raven_selection_table_calls_for_videos_2021.txt","automatic"
9,"Spectrogram 1",1,126.4404,126.4914,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",126.4404,0.6929964,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch4MPI2020-01-17_09-36-16_0000030.wav",9,"call",22,"raven_selection_table_calls_for_videos_2021.txt","automatic"
10,"Spectrogram 1",1,127.6491,127.7001,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",127.6491,0.6935002,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",10,"call",10,"raven_selection_table_calls_for_videos_2021.txt","automatic"
11,"Spectrogram 1",1,128.0291,128.0801,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",128.0291,0.5584177,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",11,"call",11,"raven_selection_table_calls_for_videos_2021.txt","automatic"
12,"Spectrogram 1",1,129.3204,129.3714,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",129.3204,0.7102627,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",12,"call",12,"raven_selection_table_calls_for_videos_2021.txt","automatic"
13,"Spectrogram 1",1,129.6138,129.6648,"ch1MPI2020-01-17_09-36-16_0000030.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_09-36-16_0000030.wav",129.6138,0.6964291,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",13,"call",13,"raven_selection_table_calls_for_videos_2021.txt","automatic"
463,"Spectrogram 1",1,1.138878,1.138878,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",1.138878,NA,"call","",NA,NA,"","ch1MPI2020-01-18_10-28-46_0000038.wav",NA,"clap",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
15,"Spectrogram 1",1,14.804733,14.855733,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",14.804733,0.6990615,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",1,"call",1,"raven_selection_table_calls_for_videos_2021.txt","automatic"
16,"Spectrogram 1",1,15.5774,15.6284,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",15.5774,0.6494465,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",2,"call",2,"raven_selection_table_calls_for_videos_2021.txt","automatic"
17,"Spectrogram 1",1,16.156744,16.207744,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",16.156744,0.6621413,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",3,"call",391,"raven_selection_table_calls_for_videos_2021.txt","automatic"
18,"Spectrogram 1",1,17.164078,17.215078,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",17.164078,0.8378354,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",4,"call",4,"raven_selection_table_calls_for_videos_2021.txt","automatic"
19,"Spectrogram 1",1,18.619422,18.670422,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",18.619422,0.7713811,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",5,"call",5,"raven_selection_table_calls_for_videos_2021.txt","automatic"
20,"Spectrogram 1",1,20.414089,20.465089,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",20.414089,0.8104531,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",6,"call",6,"raven_selection_table_calls_for_videos_2021.txt","automatic"
21,"Spectrogram 1",1,20.826089,20.877089,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",20.826089,0.5840701,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",7,"call",7,"raven_selection_table_calls_for_videos_2021.txt","automatic"
22,"Spectrogram 1",1,23.744767,23.795767,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",23.744767,0.8357799,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",8,"call",8,"raven_selection_table_calls_for_videos_2021.txt","automatic"
23,"Spectrogram 1",1,24.922111,24.973111,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",24.922111,0.8675559,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",9,"call",138,"raven_selection_table_calls_for_videos_2021.txt","automatic"
24,"Spectrogram 1",1,25.143444,25.194444,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",25.143444,0.7147389,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",10,"call",10,"raven_selection_table_calls_for_videos_2021.txt","automatic"
25,"Spectrogram 1",1,25.585456,25.636456,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",25.585456,0.740881,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",11,"call",399,"raven_selection_table_calls_for_videos_2021.txt","automatic"
26,"Spectrogram 1",1,26.392122,26.443122,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",26.392122,0.5284411,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",12,"call",141,"raven_selection_table_calls_for_videos_2021.txt","automatic"
27,"Spectrogram 1",1,29.434133,29.485133,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",29.434133,0.524625,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",13,"call",400,"raven_selection_table_calls_for_videos_2021.txt","automatic"
28,"Spectrogram 1",1,30.468133,30.519133,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",30.468133,0.6600947,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",14,"call",15,"raven_selection_table_calls_for_videos_2021.txt","automatic"
29,"Spectrogram 1",1,31.890811,31.941811,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",31.890811,0.6107987,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",15,"call",16,"raven_selection_table_calls_for_videos_2021.txt","automatic"
30,"Spectrogram 1",1,33.329478,33.380478,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",33.329478,0.7137381,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",16,"call",17,"raven_selection_table_calls_for_videos_2021.txt","automatic"
31,"Spectrogram 1",1,33.784822,33.835822,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",33.784822,0.6736444,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",17,"call",18,"raven_selection_table_calls_for_videos_2021.txt","automatic"
32,"Spectrogram 1",1,34.304822,34.355822,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",34.304822,0.7037834,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",18,"call",277,"raven_selection_table_calls_for_videos_2021.txt","automatic"
33,"Spectrogram 1",1,36.926833,36.977833,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",36.926833,0.6604302,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",19,"call",20,"raven_selection_table_calls_for_videos_2021.txt","automatic"
34,"Spectrogram 1",1,38.852844,38.903844,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",38.852844,0.673596,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",20,"call",279,"raven_selection_table_calls_for_videos_2021.txt","automatic"
35,"Spectrogram 1",1,39.239511,39.290511,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",39.239511,0.7258626,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",21,"call",22,"raven_selection_table_calls_for_videos_2021.txt","automatic"
36,"Spectrogram 1",1,40.799511,40.850511,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",40.799511,0.7352587,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",22,"call",23,"raven_selection_table_calls_for_videos_2021.txt","automatic"
37,"Spectrogram 1",1,41.449522,41.500522,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",41.449522,0.6588189,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",23,"call",410,"raven_selection_table_calls_for_videos_2021.txt","automatic"
38,"Spectrogram 1",1,41.644856,41.695856,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",41.644856,0.7619355,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",24,"call",411,"raven_selection_table_calls_for_videos_2021.txt","automatic"
39,"Spectrogram 1",1,41.704178,41.755178,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",41.704178,0.8521568,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",25,"call",26,"raven_selection_table_calls_for_videos_2021.txt","automatic"
40,"Spectrogram 1",1,43.458856,43.509856,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",43.458856,0.8465481,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",26,"call",413,"raven_selection_table_calls_for_videos_2021.txt","automatic"
41,"Spectrogram 1",1,45.0802,45.1312,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",45.0802,0.6256167,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",27,"call",414,"raven_selection_table_calls_for_videos_2021.txt","automatic"
42,"Spectrogram 1",1,45.880867,45.931867,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",45.880867,0.6823746,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",28,"call",415,"raven_selection_table_calls_for_videos_2021.txt","automatic"
43,"Spectrogram 1",1,46.921544,46.972544,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",46.921544,0.5436486,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",29,"call",416,"raven_selection_table_calls_for_videos_2021.txt","automatic"
44,"Spectrogram 1",1,47.472211,47.523211,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",47.472211,0.7361316,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",30,"call",159,"raven_selection_table_calls_for_videos_2021.txt","automatic"
45,"Spectrogram 1",1,48.604211,48.655211,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",48.604211,0.7843092,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",31,"call",418,"raven_selection_table_calls_for_videos_2021.txt","automatic"
46,"Spectrogram 1",1,50.775556,50.826556,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",50.775556,0.7772078,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",32,"call",33,"raven_selection_table_calls_for_videos_2021.txt","automatic"
47,"Spectrogram 1",1,51.049556,51.100556,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",51.049556,0.8257199,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",33,"call",34,"raven_selection_table_calls_for_videos_2021.txt","automatic"
48,"Spectrogram 1",1,51.551556,51.602556,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",51.551556,0.7869066,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",34,"call",163,"raven_selection_table_calls_for_videos_2021.txt","automatic"
49,"Spectrogram 1",1,52.6569,52.7079,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",52.6569,0.7939521,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",35,"call",36,"raven_selection_table_calls_for_videos_2021.txt","automatic"
50,"Spectrogram 1",1,53.999567,54.050567,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",53.999567,0.7037403,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",36,"call",294,"raven_selection_table_calls_for_videos_2021.txt","automatic"
51,"Spectrogram 1",1,55.136911,55.187911,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",55.136911,0.6259215,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",37,"call",425,"raven_selection_table_calls_for_videos_2021.txt","automatic"
52,"Spectrogram 1",1,56.092911,56.143911,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",56.092911,0.7590695,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",38,"call",40,"raven_selection_table_calls_for_videos_2021.txt","automatic"
53,"Spectrogram 1",1,56.603578,56.654578,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",56.603578,0.7567514,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",39,"call",41,"raven_selection_table_calls_for_videos_2021.txt","automatic"
54,"Spectrogram 1",1,57.393589,57.444589,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",57.393589,0.6608131,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",40,"call",428,"raven_selection_table_calls_for_videos_2021.txt","automatic"
55,"Spectrogram 1",1,59.014933,59.065933,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",59.014933,0.6998439,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",41,"call",43,"raven_selection_table_calls_for_videos_2021.txt","automatic"
56,"Spectrogram 1",1,59.618256,59.669256,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",59.618256,0.8409337,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",42,"call",171,"raven_selection_table_calls_for_videos_2021.txt","automatic"
57,"Spectrogram 1",1,60.246933,60.297933,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",60.246933,0.6729007,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",43,"call",432,"raven_selection_table_calls_for_videos_2021.txt","automatic"
58,"Spectrogram 1",1,61.863611,61.914611,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",61.863611,0.7847577,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",44,"call",46,"raven_selection_table_calls_for_videos_2021.txt","automatic"
