"selec","View","Channel","start","end","sound.files","Begin Path","File Offset (s)","score","class","event","audio","video","video_folder","org.sound.files","ovlp.sels","class_fixed","old.selec","selec.file","detection"
116,"Spectrogram 1",1,114.8232,114.8742,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",114.8232,0.730029,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",102,"call",364,"raven_selection_table_calls_for_videos_2021.txt","automatic"
117,"Spectrogram 1",1,115.1652,115.2162,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",115.1652,0.6816033,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",103,"call",366,"raven_selection_table_calls_for_videos_2021.txt","automatic"
118,"Spectrogram 1",1,115.3725,115.4235,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",115.3725,0.6781722,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",104,"call",495,"raven_selection_table_calls_for_videos_2021.txt","automatic"
119,"Spectrogram 1",1,116.7225,116.7735,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",116.7225,0.8251812,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",105,"call",109,"raven_selection_table_calls_for_videos_2021.txt","automatic"
120,"Spectrogram 1",1,117.6699,117.7209,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",117.6699,0.8544137,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",106,"call",239,"raven_selection_table_calls_for_videos_2021.txt","automatic"
121,"Spectrogram 1",1,118.3919,118.4429,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",118.3919,0.748946,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",107,"call",111,"raven_selection_table_calls_for_videos_2021.txt","automatic"
122,"Spectrogram 1",1,118.9205,118.9715,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",118.9205,0.8239544,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",108,"call",499,"raven_selection_table_calls_for_videos_2021.txt","automatic"
123,"Spectrogram 1",1,119.3919,119.4429,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",119.3919,0.7485022,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",109,"call",113,"raven_selection_table_calls_for_videos_2021.txt","automatic"
124,"Spectrogram 1",1,119.5345,119.5855,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",119.5345,0.6223268,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",110,"call",114,"raven_selection_table_calls_for_videos_2021.txt","automatic"
125,"Spectrogram 1",1,120.2112,120.2622,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",120.2112,0.7958375,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",111,"call",115,"raven_selection_table_calls_for_videos_2021.txt","automatic"
126,"Spectrogram 1",1,121.4599,121.5109,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",121.4599,0.8045312,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",112,"call",116,"raven_selection_table_calls_for_videos_2021.txt","automatic"
127,"Spectrogram 1",1,121.8872,121.9382,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",121.8872,0.8396024,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",113,"call",117,"raven_selection_table_calls_for_videos_2021.txt","automatic"
128,"Spectrogram 1",1,121.9972,122.0482,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",121.9972,0.8159111,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",114,"call",505,"raven_selection_table_calls_for_videos_2021.txt","automatic"
129,"Spectrogram 1",1,122.1672,122.2182,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",122.1672,0.8278892,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",115,"call",119,"raven_selection_table_calls_for_videos_2021.txt","automatic"
130,"Spectrogram 1",1,123.2392,123.2902,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",123.2392,0.7538196,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",116,"call",120,"raven_selection_table_calls_for_videos_2021.txt","automatic"
140,"Spectrogram 1",1,124.8865,124.9375,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",124.8865,0.3084479,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",NA,"call",508,"raven_selection_table_calls_for_videos_2021.txt","automatic"
131,"Spectrogram 1",1,125.0126,125.0636,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",125.0126,0.8882761,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",117,"call",121,"raven_selection_table_calls_for_videos_2021.txt","automatic"
132,"Spectrogram 1",1,125.2679,125.3189,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",125.2679,0.6195061,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",118,"call",510,"raven_selection_table_calls_for_videos_2021.txt","automatic"
133,"Spectrogram 1",1,125.5119,125.5629,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",125.5119,0.809164,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",119,"call",123,"raven_selection_table_calls_for_videos_2021.txt","automatic"
134,"Spectrogram 1",1,128.0339,128.0849,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",128.0339,0.7599285,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",120,"call",124,"raven_selection_table_calls_for_videos_2021.txt","automatic"
135,"Spectrogram 1",1,128.2866,128.3376,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",128.2866,0.7210485,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",121,"call",125,"raven_selection_table_calls_for_videos_2021.txt","automatic"
136,"Spectrogram 1",1,129.0392,129.0902,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",129.0392,0.7387608,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",122,"call",255,"raven_selection_table_calls_for_videos_2021.txt","automatic"
137,"Spectrogram 1",1,129.0866,129.1376,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",129.0866,0.7174906,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",123,"call",127,"raven_selection_table_calls_for_videos_2021.txt","automatic"
138,"Spectrogram 1",1,130.3206,130.3716,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",130.3206,0.6594534,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",124,"call",257,"raven_selection_table_calls_for_videos_2021.txt","automatic"
139,"Spectrogram 1",1,130.4626,130.5136,"ch1MPI2020-01-18_10-28-46_0000038.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav",130.4626,0.5404216,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",125,"call",129,"raven_selection_table_calls_for_videos_2021.txt","automatic"
464,"Spectrogram 1",1,0.915844,0.915844,"ch1MPI2020-01-18_14-27-34_0000045.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav",0.915844,NA,"call","",NA,NA,"","ch1MPI2020-01-18_14-27-34_0000045.wav",NA,"clap",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
141,"Spectrogram 1",1,46.850156,46.901156,"ch1MPI2020-01-18_14-27-34_0000045.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav",46.850156,0.7737685,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch1MPI2020-01-18_14-27-34_0000045.wav",1,"call",1,"raven_selection_table_calls_for_videos_2021.txt","automatic"
142,"Spectrogram 1",1,54.4375,54.4885,"ch1MPI2020-01-18_14-27-34_0000045.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav",54.4375,0.7362055,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch1MPI2020-01-18_14-27-34_0000045.wav",2,"call",2,"raven_selection_table_calls_for_videos_2021.txt","automatic"
143,"Spectrogram 1",1,63.0742,63.1252,"ch1MPI2020-01-18_14-27-34_0000045.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav",63.0742,0.8081965,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch2MPI2020-01-18_14-27-34_0000045.wav",3,"call",12,"raven_selection_table_calls_for_videos_2021.txt","automatic"
144,"Spectrogram 1",1,88.052267,88.103267,"ch1MPI2020-01-18_14-27-34_0000045.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav",88.052267,0.7002078,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch1MPI2020-01-18_14-27-34_0000045.wav",4,"call",4,"raven_selection_table_calls_for_videos_2021.txt","automatic"
145,"Spectrogram 1",1,103.517,103.568,"ch1MPI2020-01-18_14-27-34_0000045.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav",103.517,0.7490612,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch4MPI2020-01-18_14-27-34_0000045.wav",5,"call",33,"raven_selection_table_calls_for_videos_2021.txt","automatic"
146,"Spectrogram 1",1,109.9123,109.9633,"ch1MPI2020-01-18_14-27-34_0000045.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav",109.9123,0.7141398,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch2MPI2020-01-18_14-27-34_0000045.wav",6,"call",15,"raven_selection_table_calls_for_videos_2021.txt","automatic"
147,"Spectrogram 1",1,114.221,114.272,"ch1MPI2020-01-18_14-27-34_0000045.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav",114.221,0.6671099,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch3MPI2020-01-18_14-27-34_0000045.wav",7,"call",24,"raven_selection_table_calls_for_videos_2021.txt","automatic"
148,"Spectrogram 1",1,120.3817,120.4327,"ch1MPI2020-01-18_14-27-34_0000045.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav",120.3817,0.5845055,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch1MPI2020-01-18_14-27-34_0000045.wav",8,"call",8,"raven_selection_table_calls_for_videos_2021.txt","automatic"
465,"Spectrogram 1",1,0.333878,0.333878,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",0.333878,NA,"call","",NA,NA,"","ch1MPI2020-01-19_14-51-57_0000056.wav",NA,"clap",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
175,"Spectrogram 1",1,5.336689,5.38768899999999,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",5.336689,0.4343341,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",NA,"call",46,"raven_selection_table_calls_for_videos_2021.txt","automatic"
149,"Spectrogram 1",1,16.921411,16.972411,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",16.921411,0.6001074,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch4MPI2020-01-19_14-51-57_0000056.wav",1,"call",71,"raven_selection_table_calls_for_videos_2021.txt","automatic"
150,"Spectrogram 1",1,33.242156,33.293156,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",33.242156,0.4295858,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",2,"call",48,"raven_selection_table_calls_for_videos_2021.txt","automatic"
176,"Spectrogram 1",1,33.364811,33.415811,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",33.364811,0.3695764,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",NA,"call",49,"raven_selection_table_calls_for_videos_2021.txt","automatic"
151,"Spectrogram 1",1,33.632156,33.683156,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",33.632156,0.601931,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",3,"call",4,"raven_selection_table_calls_for_videos_2021.txt","automatic"
177,"Spectrogram 1",1,33.964156,34.015156,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",33.964156,0.3168297,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",NA,"call",5,"raven_selection_table_calls_for_videos_2021.txt","automatic"
152,"Spectrogram 1",1,35.229489,35.280489,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",35.229489,0.37492,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",4,"call",52,"raven_selection_table_calls_for_videos_2021.txt","automatic"
153,"Spectrogram 1",1,40.112844,40.163844,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",40.112844,0.7292213,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",5,"call",53,"raven_selection_table_calls_for_videos_2021.txt","automatic"
154,"Spectrogram 1",1,45.024867,45.075867,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",45.024867,0.8268718,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",6,"call",7,"raven_selection_table_calls_for_videos_2021.txt","automatic"
155,"Spectrogram 1",1,53.8929,53.9439,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",53.8929,0.7893016,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",7,"call",8,"raven_selection_table_calls_for_videos_2021.txt","automatic"
156,"Spectrogram 1",1,55.910256,55.961256,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",55.910256,0.7982183,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",8,"call",31,"raven_selection_table_calls_for_videos_2021.txt","automatic"
157,"Spectrogram 1",1,57.582922,57.633922,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",57.582922,0.7675176,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",9,"call",10,"raven_selection_table_calls_for_videos_2021.txt","automatic"
158,"Spectrogram 1",1,72.092978,72.143978,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",72.092978,0.8672835,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",10,"call",32,"raven_selection_table_calls_for_videos_2021.txt","automatic"
159,"Spectrogram 1",1,78.719678,78.770678,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",78.719678,0.494174,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",11,"call",33,"raven_selection_table_calls_for_videos_2021.txt","automatic"
160,"Spectrogram 1",1,81.329033,81.380033,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",81.329033,0.8433676,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch4MPI2020-01-19_14-51-57_0000056.wav",12,"call",80,"raven_selection_table_calls_for_videos_2021.txt","automatic"
164,"Spectrogram 1",1,88.571056,88.622056,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",88.571056,0.8780395,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",16,"call",34,"raven_selection_table_calls_for_videos_2021.txt","automatic"
421,"Spectrogram 1",1,89.1489,89.187905122,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",89.1489,NA,"call","",NA,NA,"","ch1MPI2020-01-19_14-51-57_0000056.wav",NA,"call",NA,"raven_selection_table_calls_for_videos_2021.txt","manual"
165,"Spectrogram 1",1,94.975089,95.026089,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",94.975089,0.8798072,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch4MPI2020-01-19_14-51-57_0000056.wav",17,"call",85,"raven_selection_table_calls_for_videos_2021.txt","automatic"
166,"Spectrogram 1",1,100.4771,100.5281,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",100.4771,0.8324744,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch4MPI2020-01-19_14-51-57_0000056.wav",18,"call",86,"raven_selection_table_calls_for_videos_2021.txt","automatic"
167,"Spectrogram 1",1,103.4578,103.5088,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",103.4578,0.6678538,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",19,"call",64,"raven_selection_table_calls_for_videos_2021.txt","automatic"
168,"Spectrogram 1",1,105.0005,105.0515,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",105.0005,0.8850101,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",20,"call",38,"raven_selection_table_calls_for_videos_2021.txt","automatic"
169,"Spectrogram 1",1,106.7551,106.8061,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",106.7551,0.8829464,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",21,"call",22,"raven_selection_table_calls_for_videos_2021.txt","automatic"
170,"Spectrogram 1",1,110.6452,110.6962,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",110.6452,0.8644567,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",22,"call",40,"raven_selection_table_calls_for_videos_2021.txt","automatic"
171,"Spectrogram 1",1,120.7979,120.8489,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",120.7979,0.8819144,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",23,"call",68,"raven_selection_table_calls_for_videos_2021.txt","automatic"
172,"Spectrogram 1",1,124.6439,124.6949,"ch1MPI2020-01-19_14-51-57_0000056.wav","/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav",124.6439,0.7879174,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",24,"call",43,"raven_selection_table_calls_for_videos_2021.txt","automatic"
