"sound.files","selec","start","end","score","class","event","audio","video","video_folder","org.sound.files","ovlp.sels","class_fixed"
"ch1MPI2020-01-18_10-28-46_0000038.wav",109,116.7225,116.7735,0.8251812,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",105,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",239,117.6699,117.7209,0.8544137,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",106,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",111,118.3919,118.4429,0.748946,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",107,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",499,118.9205,118.9715,0.8239544,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",108,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",113,119.3919,119.4429,0.7485022,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",109,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",114,119.5345,119.5855,0.6223268,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",110,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",115,120.2112,120.2622,0.7958375,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",111,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",116,121.4599,121.5109,0.8045312,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",112,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",117,121.8872,121.9382,0.8396024,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",113,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",505,121.9972,122.0482,0.8159111,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",114,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",119,122.1672,122.2182,0.8278892,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",115,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",120,123.2392,123.2902,0.7538196,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",116,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",121,125.0126,125.0636,0.8882761,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",117,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",510,125.2679,125.3189,0.6195061,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",118,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",123,125.5119,125.5629,0.809164,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",119,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",124,128.0339,128.0849,0.7599285,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",120,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",125,128.2866,128.3376,0.7210485,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",121,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",255,129.0392,129.0902,0.7387608,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",122,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",127,129.0866,129.1376,0.7174906,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",123,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",257,130.3206,130.3716,0.6594534,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",124,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",129,130.4626,130.5136,0.5404216,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",125,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",508,124.8865,124.9375,0.3084479,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",NA,"call"
"ch1MPI2020-01-18_14-27-34_0000045.wav",1,46.85015,46.90115,0.7737685,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch1MPI2020-01-18_14-27-34_0000045.wav",1,"call"
"ch1MPI2020-01-18_14-27-34_0000045.wav",2,54.4375,54.4885,0.7362055,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch1MPI2020-01-18_14-27-34_0000045.wav",2,"call"
"ch2MPI2020-01-18_14-27-34_0000045.wav",12,63.0742,63.1252,0.8081965,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch2MPI2020-01-18_14-27-34_0000045.wav",3,"call"
"ch1MPI2020-01-18_14-27-34_0000045.wav",4,88.05227,88.10327,0.7002078,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch1MPI2020-01-18_14-27-34_0000045.wav",4,"call"
"ch4MPI2020-01-18_14-27-34_0000045.wav",33,103.517,103.568,0.7490612,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch4MPI2020-01-18_14-27-34_0000045.wav",5,"call"
"ch2MPI2020-01-18_14-27-34_0000045.wav",15,109.9123,109.9633,0.7141398,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch2MPI2020-01-18_14-27-34_0000045.wav",6,"call"
"ch3MPI2020-01-18_14-27-34_0000045.wav",24,114.221,114.272,0.6671099,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch3MPI2020-01-18_14-27-34_0000045.wav",7,"call"
"ch1MPI2020-01-18_14-27-34_0000045.wav",8,120.3817,120.4327,0.5845055,"call","MPI2020-01-18_14-27-34_0000045.wav",45,40,"T40_GMP20_2021","ch1MPI2020-01-18_14-27-34_0000045.wav",8,"call"
"ch4MPI2020-01-19_14-51-57_0000056.wav",71,16.92141,16.97241,0.6001074,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch4MPI2020-01-19_14-51-57_0000056.wav",1,"call"
"ch3MPI2020-01-19_14-51-57_0000056.wav",48,33.24215,33.29315,0.4295858,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",2,"call"
"ch1MPI2020-01-19_14-51-57_0000056.wav",4,33.63215,33.68315,0.601931,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",3,"call"
"ch3MPI2020-01-19_14-51-57_0000056.wav",52,35.22949,35.28049,0.37492,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",4,"call"
"ch3MPI2020-01-19_14-51-57_0000056.wav",53,40.11284,40.16384,0.7292213,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",5,"call"
"ch1MPI2020-01-19_14-51-57_0000056.wav",7,45.02487,45.07587,0.8268718,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",6,"call"
"ch1MPI2020-01-19_14-51-57_0000056.wav",8,53.8929,53.9439,0.7893016,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",7,"call"
"ch2MPI2020-01-19_14-51-57_0000056.wav",31,55.91025,55.96125,0.7982183,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",8,"call"
"ch1MPI2020-01-19_14-51-57_0000056.wav",10,57.58292,57.63392,0.7675176,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",9,"call"
"ch2MPI2020-01-19_14-51-57_0000056.wav",32,72.09298,72.14398,0.8672835,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",10,"call"
"ch2MPI2020-01-19_14-51-57_0000056.wav",33,78.71968,78.77068,0.494174,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",11,"call"
"ch4MPI2020-01-19_14-51-57_0000056.wav",80,81.32903,81.38003,0.8433676,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch4MPI2020-01-19_14-51-57_0000056.wav",12,"call"
"ch1MPI2020-01-19_14-51-57_0000056.wav",14,85.34038,85.39138,0.4928362,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",13,"call"
"ch1MPI2020-01-19_14-51-57_0000056.wav",15,85.40971,85.46071,0.3670223,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",14,"call"
"ch4MPI2020-01-19_14-51-57_0000056.wav",83,85.46638,85.51738,0.4543321,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch4MPI2020-01-19_14-51-57_0000056.wav",15,"call"
"ch2MPI2020-01-19_14-51-57_0000056.wav",34,88.57106,88.62206,0.8780395,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",16,"call"
"ch4MPI2020-01-19_14-51-57_0000056.wav",85,94.97509,95.02609,0.8798072,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch4MPI2020-01-19_14-51-57_0000056.wav",17,"call"
"ch4MPI2020-01-19_14-51-57_0000056.wav",86,100.4771,100.5281,0.8324744,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch4MPI2020-01-19_14-51-57_0000056.wav",18,"call"
"ch3MPI2020-01-19_14-51-57_0000056.wav",64,103.4578,103.5088,0.6678538,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",19,"call"
"ch2MPI2020-01-19_14-51-57_0000056.wav",38,105.0005,105.0515,0.8850101,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",20,"call"
"ch1MPI2020-01-19_14-51-57_0000056.wav",22,106.7551,106.8061,0.8829464,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",21,"call"
"ch2MPI2020-01-19_14-51-57_0000056.wav",40,110.6452,110.6962,0.8644567,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",22,"call"
"ch3MPI2020-01-19_14-51-57_0000056.wav",68,120.7979,120.8489,0.8819144,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",23,"call"
"ch2MPI2020-01-19_14-51-57_0000056.wav",43,124.6439,124.6949,0.7879174,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",24,"call"
"ch2MPI2020-01-19_14-51-57_0000056.wav",45,137.8419,137.8929,0.8843913,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",25,"call"
"ch2MPI2020-01-19_14-51-57_0000056.wav",44,125.6879,125.7389,0.6277134,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch2MPI2020-01-19_14-51-57_0000056.wav",NA,"call"
"ch3MPI2020-01-19_14-51-57_0000056.wav",46,5.33669,5.38769,0.4343341,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",NA,"call"
"ch3MPI2020-01-19_14-51-57_0000056.wav",49,33.36481,33.41581,0.3695764,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch3MPI2020-01-19_14-51-57_0000056.wav",NA,"call"
"ch1MPI2020-01-19_14-51-57_0000056.wav",5,33.96415,34.01515,0.3168297,"call","MPI2020-01-19_14-51-57_0000056.wav",56,63,"T63_G22_2020","ch1MPI2020-01-19_14-51-57_0000056.wav",NA,"call"
"ch1MPI2020-01-20_09-10-06_0000058.wav",1,19.99344,20.04444,0.6568327,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch1MPI2020-01-20_09-10-06_0000058.wav",1,"call"
"ch1MPI2020-01-20_09-10-06_0000058.wav",2,20.17011,20.22111,0.4219591,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch1MPI2020-01-20_09-10-06_0000058.wav",2,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",54,21.17678,21.22778,0.510918,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",3,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",55,27.06814,27.11914,0.6350305,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",4,"call"
"ch1MPI2020-01-20_09-10-06_0000058.wav",5,29.13282,29.18382,0.8739216,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch1MPI2020-01-20_09-10-06_0000058.wav",5,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",57,31.73617,31.78717,0.7956326,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",6,"call"
"ch4MPI2020-01-20_09-10-06_0000058.wav",87,35.95885,36.00985,0.7382479,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch4MPI2020-01-20_09-10-06_0000058.wav",7,"call"
"ch2MPI2020-01-20_09-10-06_0000058.wav",35,38.4282,38.4792,0.5355265,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch2MPI2020-01-20_09-10-06_0000058.wav",8,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",60,39.23487,39.28587,0.8040234,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",9,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",61,41.41022,41.46122,0.7433741,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",10,"call"
"ch2MPI2020-01-20_09-10-06_0000058.wav",37,42.60889,42.65989,0.3929818,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch2MPI2020-01-20_09-10-06_0000058.wav",11,"call"
"ch2MPI2020-01-20_09-10-06_0000058.wav",38,51.44427,51.49527,0.7401225,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch2MPI2020-01-20_09-10-06_0000058.wav",12,"call"
"ch1MPI2020-01-20_09-10-06_0000058.wav",13,52.75761,52.80861,0.6641525,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch1MPI2020-01-20_09-10-06_0000058.wav",13,"call"
"ch2MPI2020-01-20_09-10-06_0000058.wav",40,55.53229,55.58329,0.5583043,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch2MPI2020-01-20_09-10-06_0000058.wav",14,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",66,56.37229,56.42329,0.615409,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",15,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",67,58.55964,58.61064,0.7597039,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",16,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",69,63.18766,63.23866,0.7250264,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",17,"call"
"ch1MPI2020-01-20_09-10-06_0000058.wav",17,67.33635,67.38735,0.8430022,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch1MPI2020-01-20_09-10-06_0000058.wav",18,"call"
"ch1MPI2020-01-20_09-10-06_0000058.wav",18,71.98304,72.03404,0.5028544,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch1MPI2020-01-20_09-10-06_0000058.wav",19,"call"
"ch4MPI2020-01-20_09-10-06_0000058.wav",99,72.59505,72.64605,0.8555848,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch4MPI2020-01-20_09-10-06_0000058.wav",20,"call"
"ch4MPI2020-01-20_09-10-06_0000058.wav",100,76.38707,76.43807,0.8895713,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch4MPI2020-01-20_09-10-06_0000058.wav",21,"call"
"ch4MPI2020-01-20_09-10-06_0000058.wav",101,84.70378,84.75478,0.8488659,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch4MPI2020-01-20_09-10-06_0000058.wav",22,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",76,87.36312,87.41412,0.6937552,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",23,"call"
"ch1MPI2020-01-20_09-10-06_0000058.wav",23,87.59979,87.65079,0.8265512,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch1MPI2020-01-20_09-10-06_0000058.wav",24,"call"
"ch1MPI2020-01-20_09-10-06_0000058.wav",24,97.02717,97.07817,0.8328308,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch1MPI2020-01-20_09-10-06_0000058.wav",25,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",79,102.7299,102.7809,0.7391664,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",26,"call"
"ch2MPI2020-01-20_09-10-06_0000058.wav",51,118.8086,118.8596,0.8408142,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch2MPI2020-01-20_09-10-06_0000058.wav",27,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",81,125.6033,125.6543,0.6324308,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",28,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",68,62.26766,62.31866,0.538136,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",NA,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",62,50.7316,50.7826,0.4864728,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",NA,"call"
"ch4MPI2020-01-20_09-10-06_0000058.wav",91,42.92622,42.97722,0.4729442,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch4MPI2020-01-20_09-10-06_0000058.wav",NA,"call"
"ch3MPI2020-01-20_09-10-06_0000058.wav",73,75.04306,75.09406,0.4032351,"call","MPI2020-01-20_09-10-06_0000058.wav",58,66,"T66_G6_2020","ch3MPI2020-01-20_09-10-06_0000058.wav",NA,"call"
"ch1MPI2020-01-20_11-35-36_0000073.wav",1,11.25141,11.30241,0.7451621,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch1MPI2020-01-20_11-35-36_0000073.wav",1,"call"
"ch4MPI2020-01-20_11-35-36_0000073.wav",59,15.10611,15.15711,0.6916367,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch4MPI2020-01-20_11-35-36_0000073.wav",2,"call"
"ch3MPI2020-01-20_11-35-36_0000073.wav",40,15.46345,15.51445,0.3403992,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch3MPI2020-01-20_11-35-36_0000073.wav",3,"call"
"ch4MPI2020-01-20_11-35-36_0000073.wav",61,18.6688,18.7198,0.7628771,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch4MPI2020-01-20_11-35-36_0000073.wav",4,"call"
"ch3MPI2020-01-20_11-35-36_0000073.wav",42,29.96355,30.01455,0.63319,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch3MPI2020-01-20_11-35-36_0000073.wav",5,"call"
"ch2MPI2020-01-20_11-35-36_0000073.wav",23,34.91959,34.97059,0.8520871,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch2MPI2020-01-20_11-35-36_0000073.wav",6,"call"
"ch1MPI2020-01-20_11-35-36_0000073.wav",6,37.52361,37.57461,0.6886214,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch1MPI2020-01-20_11-35-36_0000073.wav",7,"call"
"ch2MPI2020-01-20_11-35-36_0000073.wav",25,40.55896,40.60996,0.7581109,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch2MPI2020-01-20_11-35-36_0000073.wav",8,"call"
"ch2MPI2020-01-20_11-35-36_0000073.wav",26,49.82169,49.87269,0.5830409,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch2MPI2020-01-20_11-35-36_0000073.wav",9,"call"
"ch1MPI2020-01-20_11-35-36_0000073.wav",9,53.89239,53.94339,0.6342581,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch1MPI2020-01-20_11-35-36_0000073.wav",10,"call"
"ch3MPI2020-01-20_11-35-36_0000073.wav",48,56.78708,56.83808,0.6156253,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch3MPI2020-01-20_11-35-36_0000073.wav",11,"call"
"ch1MPI2020-01-20_11-35-36_0000073.wav",11,61.62445,61.67545,0.6647139,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch1MPI2020-01-20_11-35-36_0000073.wav",12,"call"
"ch3MPI2020-01-20_11-35-36_0000073.wav",50,64.4518,64.5028,0.6720902,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch3MPI2020-01-20_11-35-36_0000073.wav",13,"call"
"ch1MPI2020-01-20_11-35-36_0000073.wav",13,74.57387,74.62487,0.5509789,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch1MPI2020-01-20_11-35-36_0000073.wav",14,"call"
"ch3MPI2020-01-20_11-35-36_0000073.wav",53,81.03992,81.09092,0.5543427,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch3MPI2020-01-20_11-35-36_0000073.wav",15,"call"
"ch2MPI2020-01-20_11-35-36_0000073.wav",34,93.24734,93.29834,0.5450037,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch2MPI2020-01-20_11-35-36_0000073.wav",16,"call"
"ch2MPI2020-01-20_11-35-36_0000073.wav",35,105.6608,105.7118,0.6661113,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch2MPI2020-01-20_11-35-36_0000073.wav",17,"call"
"ch1MPI2020-01-20_11-35-36_0000073.wav",17,112.8682,112.9192,0.6072148,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch1MPI2020-01-20_11-35-36_0000073.wav",18,"call"
"ch3MPI2020-01-20_11-35-36_0000073.wav",57,127.0096,127.0606,0.676127,"call","MPI2020-01-20_11-35-36_0000073.wav",73,81,"T81_G15_2020","ch3MPI2020-01-20_11-35-36_0000073.wav",19,"call"
"ch2MPI2020-01-20_12-09-41_0000076.wav",14,40.93086,40.98186,0.7736486,"call","MPI2020-01-20_12-09-41_0000076.wav",76,71,"T71_GGP5_2021","ch2MPI2020-01-20_12-09-41_0000076.wav",1,"call"
"ch3MPI2020-01-20_12-09-41_0000076.wav",35,55.95027,56.00127,0.781206,"call","MPI2020-01-20_12-09-41_0000076.wav",76,71,"T71_GGP5_2021","ch3MPI2020-01-20_12-09-41_0000076.wav",2,"call"
"ch1MPI2020-01-20_12-09-41_0000076.wav",3,57.90561,57.95661,0.7176882,"call","MPI2020-01-20_12-09-41_0000076.wav",76,71,"T71_GGP5_2021","ch1MPI2020-01-20_12-09-41_0000076.wav",3,"call"
"ch3MPI2020-01-20_12-09-41_0000076.wav",37,61.88097,61.93197,0.6322491,"call","MPI2020-01-20_12-09-41_0000076.wav",76,71,"T71_GGP5_2021","ch3MPI2020-01-20_12-09-41_0000076.wav",4,"call"
"ch1MPI2020-01-20_12-09-41_0000076.wav",5,65.03165,65.08265,0.6006987,"call","MPI2020-01-20_12-09-41_0000076.wav",76,71,"T71_GGP5_2021","ch1MPI2020-01-20_12-09-41_0000076.wav",5,"call"
"ch2MPI2020-01-20_12-09-41_0000076.wav",18,69.21834,69.26934,0.7865029,"call","MPI2020-01-20_12-09-41_0000076.wav",76,71,"T71_GGP5_2021","ch2MPI2020-01-20_12-09-41_0000076.wav",6,"call"
"ch3MPI2020-01-20_12-09-41_0000076.wav",39,74.19036,74.24136,0.8411606,"call","MPI2020-01-20_12-09-41_0000076.wav",76,71,"T71_GGP5_2021","ch3MPI2020-01-20_12-09-41_0000076.wav",7,"call"
"ch3MPI2020-01-20_12-09-41_0000076.wav",40,84.63308,84.68408,0.6860003,"call","MPI2020-01-20_12-09-41_0000076.wav",76,71,"T71_GGP5_2021","ch3MPI2020-01-20_12-09-41_0000076.wav",8,"call"
