"video","n_indiv","dtw_dist","type"
"random_flight_2_bats_94",2,2097.41977615787,"simulated"
"random_flight_2_bats_95",2,2101.7509667274,"simulated"
"random_flight_2_bats_96",2,2286.64412995122,"simulated"
"random_flight_2_bats_97",2,2636.13403868783,"simulated"
"random_flight_2_bats_98",2,2195.65278093278,"simulated"
"random_flight_2_bats_99",2,1825.33037173379,"simulated"
"random_flight_2_bats_100",2,2110.08821616367,"simulated"
"random_flight_2_bats_101",2,1784.54057678025,"simulated"
"random_flight_2_bats_102",2,2030.20955421729,"simulated"
"random_flight_2_bats_103",2,2165.94861751019,"simulated"
"random_flight_2_bats_104",2,2414.19356712218,"simulated"
"random_flight_2_bats_105",2,2084.63974343788,"simulated"
"random_flight_2_bats_106",2,2079.81416972932,"simulated"
"random_flight_2_bats_107",2,1842.70572546011,"simulated"
"random_flight_2_bats_108",2,2228.19246122987,"simulated"
"random_flight_2_bats_109",2,2112.46636261332,"simulated"
"random_flight_2_bats_110",2,1938.91126751209,"simulated"
"random_flight_2_bats_111",2,1914.1892722598,"simulated"
"random_flight_2_bats_112",2,1802.54613713178,"simulated"
"random_flight_2_bats_113",2,2190.28524820944,"simulated"
"random_flight_2_bats_114",2,2704.14084438241,"simulated"
"random_flight_2_bats_115",2,2316.83035584885,"simulated"
"random_flight_2_bats_116",2,2858.37798385863,"simulated"
"random_flight_2_bats_117",2,2330.98275910492,"simulated"
"random_flight_2_bats_118",2,2191.35266114637,"simulated"
"random_flight_2_bats_119",2,2215.15344081899,"simulated"
"random_flight_2_bats_120",2,2360.7037114805,"simulated"
"random_flight_2_bats_121",2,2528.75703658983,"simulated"
"random_flight_2_bats_122",2,2387.16128136251,"simulated"
"random_flight_2_bats_123",2,2020.52813585629,"simulated"
"random_flight_2_bats_124",2,2227.5352973979,"simulated"
"random_flight_2_bats_125",2,2397.91467431417,"simulated"
"random_flight_2_bats_126",2,2272.75501884339,"simulated"
"random_flight_2_bats_127",2,2378.27115792935,"simulated"
"random_flight_2_bats_128",2,2339.22968028436,"simulated"
"random_flight_2_bats_129",2,2617.73898007446,"simulated"
"random_flight_2_bats_130",2,2041.62312931537,"simulated"
"random_flight_2_bats_131",2,2153.75679060638,"simulated"
"random_flight_2_bats_132",2,2293.50604371558,"simulated"
"random_flight_2_bats_133",2,1829.19423135808,"simulated"
"random_flight_3_bats_134",3,2022.69293306671,"simulated"
"random_flight_3_bats_135",3,1888.73878210478,"simulated"
"random_flight_3_bats_136",3,2102.49749071575,"simulated"
"random_flight_3_bats_137",3,2171.13503379701,"simulated"
"random_flight_3_bats_138",3,2223.77383927729,"simulated"
"random_flight_3_bats_139",3,2153.03358836539,"simulated"
"random_flight_3_bats_140",3,2233.21520446557,"simulated"
"random_flight_3_bats_141",3,2103.40211939189,"simulated"
"random_flight_3_bats_142",3,2330.66155851944,"simulated"
"random_flight_3_bats_143",3,2003.39257490426,"simulated"
"random_flight_3_bats_144",3,1920.09022442379,"simulated"
"random_flight_3_bats_145",3,1789.75367913381,"simulated"
"random_flight_3_bats_146",3,2038.55971890613,"simulated"
"random_flight_3_bats_147",3,1812.8147799373,"simulated"
"random_flight_3_bats_148",3,2127.58546146098,"simulated"
"random_flight_3_bats_149",3,2251.2875898058,"simulated"
"random_flight_3_bats_150",3,2242.58755461896,"simulated"
"random_flight_3_bats_151",3,2078.13507823274,"simulated"
"random_flight_3_bats_152",3,2204.6051621524,"simulated"
"random_flight_3_bats_153",3,1993.8891973164,"simulated"
"random_flight_3_bats_154",3,2190.12344400285,"simulated"
"random_flight_3_bats_155",3,1923.34889039875,"simulated"
"random_flight_3_bats_156",3,1826.03155005244,"simulated"
"random_flight_3_bats_157",3,1640.21250336385,"simulated"
"random_flight_3_bats_158",3,2139.26241532466,"simulated"
"random_flight_3_bats_159",3,2004.3809390555,"simulated"
"random_flight_3_bats_160",3,2145.98688289607,"simulated"
"random_flight_3_bats_161",3,2225.12541345624,"simulated"
"random_flight_3_bats_162",3,2269.8096301503,"simulated"
"random_flight_3_bats_163",3,2173.90689538923,"simulated"
"random_flight_3_bats_164",3,2250.32584571147,"simulated"
"random_flight_3_bats_165",3,2004.31409788979,"simulated"
"random_flight_3_bats_166",3,2314.26894138223,"simulated"
"random_flight_3_bats_167",3,2040.04713420781,"simulated"
"random_flight_3_bats_168",3,1912.62073932845,"simulated"
"random_flight_3_bats_169",3,1816.68384045586,"simulated"
"random_flight_3_bats_170",3,2119.79909927597,"simulated"
"random_flight_3_bats_171",3,1958.20320969019,"simulated"
"random_flight_3_bats_172",3,2112.16541519699,"simulated"
"random_flight_3_bats_173",3,2185.46171563983,"simulated"
"random_flight_3_bats_174",3,2290.57997207566,"simulated"
"random_flight_3_bats_175",3,2284.43685634595,"simulated"
"random_flight_3_bats_176",3,2403.83071895773,"simulated"
"random_flight_3_bats_177",3,2109.75015620811,"simulated"
"random_flight_3_bats_178",3,2147.0351118441,"simulated"
"random_flight_3_bats_179",3,2055.38612479012,"simulated"
"random_flight_3_bats_180",3,1975.7033379847,"simulated"
"random_flight_3_bats_181",3,2044.16629115882,"simulated"
"random_flight_3_bats_182",3,2171.00545791596,"simulated"
"random_flight_3_bats_183",3,2165.66346954913,"simulated"
"random_flight_3_bats_184",3,2251.45775609462,"simulated"
"random_flight_3_bats_185",3,2259.73429535659,"simulated"
"random_flight_3_bats_186",3,2241.52223491524,"simulated"
"random_flight_3_bats_187",3,1972.32405072715,"simulated"
"random_flight_3_bats_188",3,2023.72306271405,"simulated"
"random_flight_3_bats_189",3,1883.6819578365,"simulated"
"random_flight_3_bats_190",3,2210.21284466735,"simulated"
"random_flight_3_bats_191",3,2248.67348054164,"simulated"
"random_flight_3_bats_192",3,2355.58502921653,"simulated"
"random_flight_3_bats_193",3,2137.51365767153,"simulated"
"random_flight_3_bats_194",3,2264.520158579,"simulated"
"random_flight_3_bats_195",3,2039.7266293675,"simulated"
"random_flight_3_bats_196",3,2124.7019384677,"simulated"
"random_flight_3_bats_197",3,2054.60134717911,"simulated"
"random_flight_3_bats_198",3,2199.97933839891,"simulated"
"random_flight_3_bats_199",3,2184.95295475814,"simulated"
"random_flight_3_bats_200",3,2171.90180851969,"simulated"
"random_flight_3_bats_201",3,2192.92808189534,"simulated"
"random_flight_3_bats_202",3,2492.82830609667,"simulated"
"random_flight_3_bats_203",3,2217.96742879705,"simulated"
"random_flight_3_bats_204",3,2354.96303531058,"simulated"
"random_flight_3_bats_205",3,2147.63940197627,"simulated"
"random_flight_3_bats_206",3,2345.8436962577,"simulated"
"random_flight_3_bats_207",3,2208.01990836014,"simulated"
"random_flight_3_bats_208",3,2213.01639575759,"simulated"
"random_flight_3_bats_209",3,2237.50894571095,"simulated"
"random_flight_3_bats_210",3,2404.32751777307,"simulated"
"random_flight_3_bats_211",3,2136.35899435976,"simulated"
"random_flight_3_bats_212",3,2161.84108077619,"simulated"
"random_flight_3_bats_213",3,2187.1090052465,"simulated"
"random_flight_3_bats_214",3,2390.35521947766,"simulated"
"random_flight_3_bats_215",3,2279.76997001409,"simulated"
"random_flight_3_bats_216",3,2223.23576334248,"simulated"
"random_flight_3_bats_217",3,2284.54724884373,"simulated"
"random_flight_3_bats_218",3,2205.09111375711,"simulated"
"random_flight_3_bats_219",3,2096.71171632142,"simulated"
"random_flight_3_bats_220",3,2099.77459441858,"simulated"
"random_flight_3_bats_221",3,1913.47872139615,"simulated"
"random_flight_3_bats_222",3,2045.41519264584,"simulated"
"random_flight_3_bats_223",3,1968.73159688226,"simulated"
"random_flight_3_bats_224",3,2236.12461189499,"simulated"
"random_flight_3_bats_225",3,2245.86794149442,"simulated"
"random_flight_3_bats_226",3,2243.72204525874,"simulated"
"random_flight_3_bats_227",3,2241.16754137205,"simulated"
"random_flight_3_bats_228",3,2244.78502836203,"simulated"
"random_flight_3_bats_229",3,2262.13785403524,"simulated"
"random_flight_3_bats_230",3,2494.70659744637,"simulated"
"random_flight_3_bats_231",3,1998.55287293692,"simulated"
"random_flight_3_bats_232",3,2200.12800109615,"simulated"
"random_flight_3_bats_233",3,1941.42440425155,"simulated"
"random_flight_3_bats_234",3,2022.03999510039,"simulated"
"random_flight_3_bats_235",3,1853.56575557388,"simulated"
"random_flight_3_bats_236",3,2221.97056008415,"simulated"
"random_flight_3_bats_237",3,2286.77849016402,"simulated"
"random_flight_3_bats_238",3,2223.29392632285,"simulated"
"random_flight_3_bats_239",3,2127.02719176602,"simulated"
"random_flight_3_bats_240",3,2176.93329075958,"simulated"
"random_flight_3_bats_241",3,2113.3828541837,"simulated"
"random_flight_3_bats_242",3,2314.92646974879,"simulated"
"random_flight_3_bats_243",3,1879.26703882466,"simulated"
"random_flight_3_bats_244",3,2066.82746481756,"simulated"
"random_flight_3_bats_245",3,1752.6413842383,"simulated"
"random_flight_3_bats_246",3,2141.33276051064,"simulated"
"random_flight_3_bats_247",3,2063.72135503402,"simulated"
"random_flight_3_bats_248",3,2258.96213307141,"simulated"
"random_flight_3_bats_249",3,2279.20628172198,"simulated"
"random_flight_3_bats_250",3,2269.10584529454,"simulated"
"random_flight_3_bats_251",3,2241.3888277639,"simulated"
"random_flight_3_bats_252",3,2241.24418394947,"simulated"
"random_flight_3_bats_253",3,2142.39790572061,"simulated"
"random_flight_3_bats_254",3,2457.66201523887,"simulated"
"random_flight_3_bats_255",3,2014.55539611201,"simulated"
"random_flight_3_bats_256",3,2172.00654607396,"simulated"
"random_flight_3_bats_257",3,1947.70217695504,"simulated"
"random_flight_3_bats_258",3,2054.88541022069,"simulated"
"random_flight_3_bats_259",3,1834.39516326967,"simulated"
"random_flight_3_bats_260",3,1933.57266498703,"simulated"
"random_flight_3_bats_261",3,2075.05479626032,"simulated"
"random_flight_3_bats_262",3,2103.60913583333,"simulated"
"random_flight_3_bats_263",3,2244.63155074141,"simulated"
"random_flight_3_bats_264",3,2369.33479913789,"simulated"
"random_flight_3_bats_265",3,1906.36948607225,"simulated"
"random_flight_3_bats_266",3,2228.53193518825,"simulated"
"random_flight_3_bats_267",3,2008.51593901201,"simulated"
"random_flight_3_bats_268",3,1968.06013795108,"simulated"
"random_flight_3_bats_269",3,1977.62876843545,"simulated"
"random_flight_3_bats_270",3,2049.68324454354,"simulated"
"random_flight_3_bats_271",3,2112.52700967937,"simulated"
"random_flight_3_bats_272",3,2121.75739091862,"simulated"
"random_flight_3_bats_273",3,2277.19946748059,"simulated"
"random_flight_3_bats_274",3,2264.29684153876,"simulated"
"random_flight_3_bats_275",3,1826.21387896168,"simulated"
"random_flight_3_bats_276",3,2162.49038606417,"simulated"
"random_flight_3_bats_277",3,1894.08228355024,"simulated"
"random_flight_3_bats_278",3,2142.52488765646,"simulated"
"random_flight_3_bats_279",3,2249.17124072904,"simulated"
"random_flight_3_bats_280",3,2279.51897566035,"simulated"
"random_flight_3_bats_281",3,2208.61315316361,"simulated"
"random_flight_3_bats_282",3,2340.92895893909,"simulated"
"random_flight_3_bats_283",3,1947.25071144757,"simulated"
"random_flight_3_bats_284",3,2317.10356340521,"simulated"
"random_flight_3_bats_285",3,2118.63589877133,"simulated"
"random_flight_3_bats_286",3,2073.39702839622,"simulated"
"random_flight_3_bats_287",3,2126.55645861674,"simulated"
"random_flight_3_bats_288",3,2036.94139168925,"simulated"
"random_flight_3_bats_289",3,2205.1331713088,"simulated"
"random_flight_3_bats_290",3,2510.34274464512,"simulated"
"random_flight_3_bats_291",3,2066.59717137735,"simulated"
"random_flight_3_bats_292",3,2488.4702746514,"simulated"
"random_flight_3_bats_293",3,2152.77961058887,"simulated"
"random_flight_3_bats_294",3,2308.57353876761,"simulated"
"random_flight_3_bats_295",3,2001.86508648111,"simulated"
"random_flight_3_bats_296",3,2291.73894142996,"simulated"
"random_flight_3_bats_297",3,2187.86444164474,"simulated"
"random_flight_3_bats_298",3,2435.24294280586,"simulated"
"random_flight_3_bats_299",3,1998.38989183577,"simulated"
"random_flight_3_bats_300",3,2308.7495923754,"simulated"
"random_flight_3_bats_301",3,2205.65037903489,"simulated"
"random_flight_3_bats_302",3,2344.70696033695,"simulated"
"random_flight_3_bats_303",3,2065.23695938528,"simulated"
"random_flight_3_bats_304",3,2293.58024061558,"simulated"
"random_flight_3_bats_305",3,2226.52458830601,"simulated"
"random_flight_3_bats_306",3,2306.6084800596,"simulated"
"random_flight_3_bats_307",3,2029.3443311358,"simulated"
"random_flight_3_bats_308",3,2317.28469713488,"simulated"
"random_flight_3_bats_309",3,2002.62168630162,"simulated"
"random_flight_3_bats_310",3,1998.66109089233,"simulated"
"random_flight_3_bats_311",3,1883.41771739827,"simulated"
"random_flight_3_bats_312",3,2118.58050033393,"simulated"
"random_flight_3_bats_313",3,2185.14426645714,"simulated"
"random_flight_3_bats_314",3,2230.78968603961,"simulated"
"random_flight_3_bats_315",3,2172.83922767299,"simulated"
"random_flight_3_bats_316",3,2234.40360969263,"simulated"
"random_flight_3_bats_317",3,2193.49094934719,"simulated"
"random_flight_3_bats_318",3,2469.7692819244,"simulated"
"random_flight_3_bats_319",3,1813.73446188931,"simulated"
"random_flight_3_bats_320",3,2044.66729897243,"simulated"
"random_flight_3_bats_321",3,1740.03498694657,"simulated"
"random_flight_3_bats_322",3,2084.45623441525,"simulated"
"random_flight_3_bats_323",3,1877.42221715826,"simulated"
"random_flight_3_bats_324",3,2213.59678959146,"simulated"
"random_flight_3_bats_325",3,2335.2251561951,"simulated"
"random_flight_3_bats_326",3,2319.53190817208,"simulated"
"random_flight_3_bats_327",3,2167.86921913532,"simulated"
"random_flight_3_bats_328",3,2275.72221315855,"simulated"
"random_flight_3_bats_329",3,2153.90629056402,"simulated"
"random_flight_3_bats_330",3,2399.15949529519,"simulated"
"random_flight_3_bats_331",3,1803.61896884541,"simulated"
"random_flight_3_bats_332",3,2020.5371037622,"simulated"
"random_flight_3_bats_333",3,1660.42230800168,"simulated"
"random_flight_3_bats_334",3,2208.53690590131,"simulated"
"random_flight_3_bats_335",3,2092.36572269421,"simulated"
"random_flight_3_bats_336",3,2255.37626865453,"simulated"
"random_flight_3_bats_337",3,2332.44085382888,"simulated"
"random_flight_3_bats_338",3,2370.13173321959,"simulated"
"random_flight_3_bats_339",3,2287.01876120901,"simulated"
"random_flight_3_bats_340",3,2344.82101242426,"simulated"
"random_flight_3_bats_341",3,2187.70924817674,"simulated"
"random_flight_3_bats_342",3,2546.68294686109,"simulated"
"random_flight_3_bats_343",3,1943.69523220858,"simulated"
"random_flight_3_bats_344",3,2130.50409109442,"simulated"
"random_flight_3_bats_345",3,1860.27100679424,"simulated"
"random_flight_3_bats_346",3,2076.04576275527,"simulated"
"random_flight_3_bats_347",3,1912.37595232802,"simulated"
"random_flight_3_bats_348",3,2059.34476986353,"simulated"
"random_flight_3_bats_349",3,2145.43094665689,"simulated"
"random_flight_3_bats_350",3,2231.93218125956,"simulated"
"random_flight_3_bats_351",3,2314.68911014899,"simulated"
"random_flight_3_bats_352",3,2483.10194771156,"simulated"
"random_flight_3_bats_353",3,1860.25553912027,"simulated"
"random_flight_3_bats_354",3,2211.77569716015,"simulated"
"random_flight_3_bats_355",3,1945.83098580266,"simulated"
"random_flight_3_bats_356",3,1950.66071275518,"simulated"
"random_flight_3_bats_357",3,2017.04977976332,"simulated"
"random_flight_3_bats_358",3,2136.89557168956,"simulated"
"random_flight_3_bats_359",3,2144.34338234546,"simulated"
"random_flight_3_bats_360",3,2211.52065861438,"simulated"
"random_flight_3_bats_361",3,2308.6972491577,"simulated"
"random_flight_3_bats_362",3,2339.50421238195,"simulated"
"random_flight_3_bats_363",3,1741.54015427922,"simulated"
"random_flight_3_bats_364",3,2107.1743703056,"simulated"
"random_flight_3_bats_365",3,1792.83755261042,"simulated"
"random_flight_3_bats_366",3,2197.50698272541,"simulated"
"random_flight_3_bats_367",3,2248.75738131806,"simulated"
"random_flight_3_bats_368",3,2337.05201127904,"simulated"
"random_flight_3_bats_369",3,2207.88070276365,"simulated"
"random_flight_3_bats_370",3,2383.90609770521,"simulated"
"random_flight_3_bats_371",3,1830.34675468804,"simulated"
"random_flight_3_bats_372",3,2229.55731556957,"simulated"
"random_flight_3_bats_373",3,1985.16093575443,"simulated"
"random_flight_3_bats_374",3,2185.19955998895,"simulated"
"random_flight_3_bats_375",3,2182.96303572953,"simulated"
"random_flight_3_bats_376",3,2151.29486383172,"simulated"
"random_flight_3_bats_377",3,2261.22115743261,"simulated"
"random_flight_3_bats_378",3,2610.14031993501,"simulated"
"random_flight_3_bats_379",3,2006.5136511416,"simulated"
"random_flight_3_bats_380",3,2457.74446333953,"simulated"
"random_flight_3_bats_381",3,2076.12508409575,"simulated"
"random_flight_3_bats_382",3,2456.16242987566,"simulated"
"random_flight_3_bats_383",3,1989.5728820635,"simulated"
"random_flight_3_bats_384",3,2308.80444593625,"simulated"
"random_flight_3_bats_385",3,2159.00123096976,"simulated"
"random_flight_3_bats_386",3,2527.43587943397,"simulated"
"random_flight_3_bats_387",3,1930.70173293823,"simulated"
"random_flight_3_bats_388",3,2270.41914240175,"simulated"
"random_flight_3_bats_389",3,2121.39121387998,"simulated"
"random_flight_3_bats_390",3,2494.84679199473,"simulated"
"random_flight_3_bats_391",3,2055.49569551741,"simulated"
"random_flight_3_bats_392",3,2313.1966856716,"simulated"
"random_flight_3_bats_393",3,2200.21231818078,"simulated"
"random_flight_3_bats_394",3,2398.48282569872,"simulated"
"random_flight_3_bats_395",3,1961.33758124929,"simulated"
"random_flight_3_bats_396",3,2278.63565617225,"simulated"
"random_flight_3_bats_397",3,1918.04393015773,"simulated"
"random_flight_3_bats_398",3,1935.72531243464,"simulated"
"random_flight_3_bats_399",3,1802.36856217835,"simulated"
"random_flight_3_bats_400",3,1961.07992872143,"simulated"
"random_flight_3_bats_401",3,1977.20747353755,"simulated"
"random_flight_3_bats_402",3,2114.18064578421,"simulated"
"random_flight_3_bats_403",3,2194.66493341029,"simulated"
"random_flight_3_bats_404",3,2284.08817416925,"simulated"
"random_flight_3_bats_405",3,1954.25331811567,"simulated"
"random_flight_3_bats_406",3,1995.27646927874,"simulated"
"random_flight_3_bats_407",3,1836.34141761252,"simulated"
"random_flight_3_bats_408",3,1818.75763883902,"simulated"
"random_flight_3_bats_409",3,1915.45976601812,"simulated"
"random_flight_3_bats_410",3,2047.04810695192,"simulated"
"random_flight_3_bats_411",3,1984.53728563059,"simulated"
"random_flight_3_bats_412",3,2102.1864995435,"simulated"
"random_flight_3_bats_413",3,2197.09044882346,"simulated"
"random_flight_3_bats_414",3,2148.90781524411,"simulated"
"random_flight_3_bats_415",3,1843.95530967909,"simulated"
"random_flight_3_bats_416",3,1899.09251882866,"simulated"
"random_flight_3_bats_417",3,1691.76536082474,"simulated"
"random_flight_3_bats_418",3,2176.79270335946,"simulated"
"random_flight_3_bats_419",3,2158.08446997486,"simulated"
"random_flight_3_bats_420",3,2296.85103757983,"simulated"
"random_flight_3_bats_421",3,2165.40708780109,"simulated"
"random_flight_3_bats_422",3,2262.44288593904,"simulated"
"random_flight_3_bats_423",3,2001.89509545959,"simulated"
"random_flight_3_bats_424",3,2090.6086494643,"simulated"
"random_flight_3_bats_425",3,1953.22192934044,"simulated"
"random_flight_3_bats_426",3,2194.79834079394,"simulated"
"random_flight_3_bats_427",3,2122.60318455729,"simulated"
"random_flight_3_bats_428",3,2141.40695030346,"simulated"
"random_flight_3_bats_429",3,2249.060602641,"simulated"
"random_flight_3_bats_430",3,2518.9901683398,"simulated"
"random_flight_3_bats_431",3,2208.3750520841,"simulated"
"random_flight_3_bats_432",3,2349.10885740522,"simulated"
"random_flight_3_bats_433",3,2074.49913785271,"simulated"
"random_flight_3_bats_434",3,2376.75482728802,"simulated"
"random_flight_3_bats_435",3,2203.17683201357,"simulated"
"random_flight_3_bats_436",3,2211.9113890095,"simulated"
"random_flight_3_bats_437",3,2169.11783373429,"simulated"
"random_flight_3_bats_438",3,2378.06964486909,"simulated"
"random_flight_3_bats_439",3,2074.34705091106,"simulated"
"random_flight_3_bats_440",3,2103.56745349777,"simulated"
"random_flight_3_bats_441",3,2061.54918466727,"simulated"
"random_flight_3_bats_442",3,2395.95249507384,"simulated"
"random_flight_3_bats_443",3,2249.61295113423,"simulated"
"random_flight_3_bats_444",3,2196.8169344116,"simulated"
"random_flight_3_bats_445",3,2190.84222661205,"simulated"
"random_flight_3_bats_446",3,2297.31588751448,"simulated"
"random_flight_3_bats_447",3,2153.18219560276,"simulated"
"random_flight_3_bats_448",3,2159.98326364891,"simulated"
"random_flight_3_bats_449",3,1906.40119732566,"simulated"
"random_flight_3_bats_450",3,2069.18219246148,"simulated"
"random_flight_3_bats_451",3,1990.89004268562,"simulated"
"random_flight_3_bats_452",3,2088.26274162321,"simulated"
"random_flight_3_bats_453",3,2010.67805576919,"simulated"
"random_flight_3_bats_454",3,2193.93984001943,"simulated"
"random_flight_3_bats_455",3,2193.52086539642,"simulated"
"random_flight_3_bats_456",3,2251.91897830934,"simulated"
"random_flight_3_bats_457",3,1982.57841584108,"simulated"
"random_flight_3_bats_458",3,2009.58686483782,"simulated"
"random_flight_3_bats_459",3,1795.16932943694,"simulated"
"random_flight_3_bats_460",3,1860.42387510293,"simulated"
"random_flight_3_bats_461",3,2012.19060276246,"simulated"
"random_flight_3_bats_462",3,2082.44027609077,"simulated"
"random_flight_3_bats_463",3,1926.2172240993,"simulated"
"random_flight_3_bats_464",3,2090.15505001578,"simulated"
"random_flight_3_bats_465",3,2104.15573704666,"simulated"
"random_flight_3_bats_466",3,2024.94797562128,"simulated"
"random_flight_3_bats_467",3,1780.48976364157,"simulated"
"random_flight_3_bats_468",3,1821.61227062481,"simulated"
"random_flight_3_bats_469",3,1558.80262888623,"simulated"
"random_flight_3_bats_470",3,2313.19666199585,"simulated"
"random_flight_3_bats_471",3,2200.77619794112,"simulated"
"random_flight_3_bats_472",3,2385.83137754967,"simulated"
"random_flight_3_bats_473",3,2173.48416552183,"simulated"
"random_flight_3_bats_474",3,2239.49483581375,"simulated"
"random_flight_3_bats_475",3,2039.44133891962,"simulated"
"random_flight_3_bats_476",3,2114.140190758,"simulated"
