Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	score	class	event	audio	video	video_folder	org.sound.files	ovlp.sels	class_fixed	old.selec
135	Spectrogram 1	1	268.238733333	268.289733333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	128.286600	0.7210485	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	121	call	125
136	Spectrogram 1	1	268.991333333	269.042333333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	129.039200	0.7387608	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch2MPI2020-01-18_10-28-46_0000038.wav	122	call	255
137	Spectrogram 1	1	269.038733333	269.089733333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	129.086600	0.7174906	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	123	call	127
138	Spectrogram 1	1	270.272733333	270.323733333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	130.320600	0.6594534	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch2MPI2020-01-18_10-28-46_0000038.wav	124	call	257
139	Spectrogram 1	1	270.414733333	270.465733333	ch1MPI2020-01-18_10-28-46_0000038.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_10-28-46_0000038.wav	130.462600	0.5404216	call	MPI2020-01-18_10-28-46_0000038.wav	38	43	T43_G3_2020	ch1MPI2020-01-18_10-28-46_0000038.wav	125	call	129
464	Spectrogram 1	1	272.234888444	272.234888444	ch1MPI2020-01-18_14-27-34_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav	0.915844									clap	
141	Spectrogram 1	1	318.169200444	318.220200444	ch1MPI2020-01-18_14-27-34_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav	46.850156	0.7737685	call	MPI2020-01-18_14-27-34_0000045.wav	45	40	T40_GMP20_2021	ch1MPI2020-01-18_14-27-34_0000045.wav	1	call	1
142	Spectrogram 1	1	325.756544444	325.807544444	ch1MPI2020-01-18_14-27-34_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav	54.437500	0.7362055	call	MPI2020-01-18_14-27-34_0000045.wav	45	40	T40_GMP20_2021	ch1MPI2020-01-18_14-27-34_0000045.wav	2	call	2
143	Spectrogram 1	1	334.393244444	334.444244444	ch1MPI2020-01-18_14-27-34_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav	63.074200	0.8081965	call	MPI2020-01-18_14-27-34_0000045.wav	45	40	T40_GMP20_2021	ch2MPI2020-01-18_14-27-34_0000045.wav	3	call	12
144	Spectrogram 1	1	359.371311444	359.422311444	ch1MPI2020-01-18_14-27-34_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav	88.052267	0.7002078	call	MPI2020-01-18_14-27-34_0000045.wav	45	40	T40_GMP20_2021	ch1MPI2020-01-18_14-27-34_0000045.wav	4	call	4
145	Spectrogram 1	1	374.836044444	374.887044444	ch1MPI2020-01-18_14-27-34_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav	103.517000	0.7490612	call	MPI2020-01-18_14-27-34_0000045.wav	45	40	T40_GMP20_2021	ch4MPI2020-01-18_14-27-34_0000045.wav	5	call	33
146	Spectrogram 1	1	381.231344444	381.282344444	ch1MPI2020-01-18_14-27-34_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav	109.912300	0.7141398	call	MPI2020-01-18_14-27-34_0000045.wav	45	40	T40_GMP20_2021	ch2MPI2020-01-18_14-27-34_0000045.wav	6	call	15
147	Spectrogram 1	1	385.540044444	385.591044444	ch1MPI2020-01-18_14-27-34_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav	114.221000	0.6671099	call	MPI2020-01-18_14-27-34_0000045.wav	45	40	T40_GMP20_2021	ch3MPI2020-01-18_14-27-34_0000045.wav	7	call	24
148	Spectrogram 1	1	391.700744444	391.751744444	ch1MPI2020-01-18_14-27-34_0000045.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-18_14-27-34_0000045.wav	120.381700	0.5845055	call	MPI2020-01-18_14-27-34_0000045.wav	45	40	T40_GMP20_2021	ch1MPI2020-01-18_14-27-34_0000045.wav	8	call	8
465	Spectrogram 1	1	393.254966889	393.254966889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	0.333878									clap	
175	Spectrogram 1	1	398.257777889	398.308777889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	5.336689	0.4343341	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch3MPI2020-01-19_14-51-57_0000056.wav	NA	call	46
149	Spectrogram 1	1	409.842499889	409.893499889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	16.921411	0.6001074	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch4MPI2020-01-19_14-51-57_0000056.wav	1	call	71
150	Spectrogram 1	1	426.163244889	426.214244889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	33.242156	0.4295858	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch3MPI2020-01-19_14-51-57_0000056.wav	2	call	48
176	Spectrogram 1	1	426.285899889	426.336899889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	33.364811	0.3695764	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch3MPI2020-01-19_14-51-57_0000056.wav	NA	call	49
151	Spectrogram 1	1	426.553244889	426.604244889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	33.632156	0.601931	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch1MPI2020-01-19_14-51-57_0000056.wav	3	call	4
177	Spectrogram 1	1	426.885244889	426.936244889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	33.964156	0.3168297	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch1MPI2020-01-19_14-51-57_0000056.wav	NA	call	5
152	Spectrogram 1	1	428.150577889	428.201577889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	35.229489	0.37492	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch3MPI2020-01-19_14-51-57_0000056.wav	4	call	52
153	Spectrogram 1	1	433.033932889	433.084932889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	40.112844	0.7292213	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch3MPI2020-01-19_14-51-57_0000056.wav	5	call	53
154	Spectrogram 1	1	437.945955889	437.996955889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	45.024867	0.8268718	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch1MPI2020-01-19_14-51-57_0000056.wav	6	call	7
155	Spectrogram 1	1	446.813988889	446.864988889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	53.892900	0.7893016	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch1MPI2020-01-19_14-51-57_0000056.wav	7	call	8
156	Spectrogram 1	1	448.831344889	448.882344889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	55.910256	0.7982183	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch2MPI2020-01-19_14-51-57_0000056.wav	8	call	31
157	Spectrogram 1	1	450.504010889	450.555010889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	57.582922	0.7675176	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch1MPI2020-01-19_14-51-57_0000056.wav	9	call	10
158	Spectrogram 1	1	465.014066889	465.065066889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	72.092978	0.8672835	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch2MPI2020-01-19_14-51-57_0000056.wav	10	call	32
159	Spectrogram 1	1	471.640766889	471.691766889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	78.719678	0.494174	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch2MPI2020-01-19_14-51-57_0000056.wav	11	call	33
160	Spectrogram 1	1	474.250121889	474.301121889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	81.329033	0.8433676	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch4MPI2020-01-19_14-51-57_0000056.wav	12	call	80
164	Spectrogram 1	1	481.492144889	481.543144889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	88.571056	0.8780395	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch2MPI2020-01-19_14-51-57_0000056.wav	16	call	34
421	Spectrogram 1	1	482.069988889	482.108994011	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	89.148900										
165	Spectrogram 1	1	487.896177889	487.947177889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	94.975089	0.8798072	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch4MPI2020-01-19_14-51-57_0000056.wav	17	call	85
166	Spectrogram 1	1	493.398188889	493.449188889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	100.477100	0.8324744	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch4MPI2020-01-19_14-51-57_0000056.wav	18	call	86
167	Spectrogram 1	1	496.378888889	496.429888889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	103.457800	0.6678538	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch3MPI2020-01-19_14-51-57_0000056.wav	19	call	64
168	Spectrogram 1	1	497.921588889	497.972588889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	105.000500	0.8850101	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch2MPI2020-01-19_14-51-57_0000056.wav	20	call	38
169	Spectrogram 1	1	499.676188889	499.727188889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	106.755100	0.8829464	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch1MPI2020-01-19_14-51-57_0000056.wav	21	call	22
170	Spectrogram 1	1	503.566288889	503.617288889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	110.645200	0.8644567	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch2MPI2020-01-19_14-51-57_0000056.wav	22	call	40
171	Spectrogram 1	1	513.718988889	513.769988889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	120.797900	0.8819144	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch3MPI2020-01-19_14-51-57_0000056.wav	23	call	68
172	Spectrogram 1	1	517.564988889	517.615988889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	124.643900	0.7879174	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch2MPI2020-01-19_14-51-57_0000056.wav	24	call	43
174	Spectrogram 1	1	518.608988889	518.659988889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	125.687900	0.6277134	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch2MPI2020-01-19_14-51-57_0000056.wav	NA	call	44
173	Spectrogram 1	1	530.762988889	530.813988889	ch1MPI2020-01-19_14-51-57_0000056.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-19_14-51-57_0000056.wav	137.841900	0.8843913	call	MPI2020-01-19_14-51-57_0000056.wav	56	63	T63_G22_2020	ch2MPI2020-01-19_14-51-57_0000056.wav	25	call	45
466	Spectrogram 1	1	532.473944333	532.473944333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	0.845911									clap	
178	Spectrogram 1	1	551.621477333	551.672477333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	19.993444	0.6568327	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch1MPI2020-01-20_09-10-06_0000058.wav	1	call	1
179	Spectrogram 1	1	551.798144333	551.849144333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	20.170111	0.4219591	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch1MPI2020-01-20_09-10-06_0000058.wav	2	call	2
180	Spectrogram 1	1	552.804811333	552.855811333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	21.176778	0.510918	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	3	call	54
181	Spectrogram 1	1	558.696177333	558.747177333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	27.068144	0.6350305	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	4	call	55
422	Spectrogram 1	1	559.340533333	559.372573255	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	27.712500										
182	Spectrogram 1	1	560.760855333	560.811855333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	29.132822	0.8739216	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch1MPI2020-01-20_09-10-06_0000058.wav	5	call	5
183	Spectrogram 1	1	563.364200333	563.415200333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	31.736167	0.7956326	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	6	call	57
184	Spectrogram 1	1	567.586889333	567.637889333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	35.958856	0.7382479	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch4MPI2020-01-20_09-10-06_0000058.wav	7	call	87
185	Spectrogram 1	1	570.056233333	570.107233333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	38.428200	0.5355265	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch2MPI2020-01-20_09-10-06_0000058.wav	8	call	35
186	Spectrogram 1	1	570.862900333	570.913900333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	39.234867	0.8040234	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	9	call	60
187	Spectrogram 1	1	573.038255333	573.089255333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	41.410222	0.7433741	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	10	call	61
188	Spectrogram 1	1	574.236922333	574.287922333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	42.608889	0.3929818	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch2MPI2020-01-20_09-10-06_0000058.wav	11	call	37
208	Spectrogram 1	1	574.554255333	574.605255333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	42.926222	0.4729442	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch4MPI2020-01-20_09-10-06_0000058.wav	NA	call	91
423	Spectrogram 1	1	580.751555333	580.783595255	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	49.123522										
207	Spectrogram 1	1	582.359633333	582.410633333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	50.731600	0.4864728	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	NA	call	62
189	Spectrogram 1	1	583.072300333	583.123300333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	51.444267	0.7401225	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch2MPI2020-01-20_09-10-06_0000058.wav	12	call	38
190	Spectrogram 1	1	584.385644333	584.436644333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	52.757611	0.6641525	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch1MPI2020-01-20_09-10-06_0000058.wav	13	call	13
191	Spectrogram 1	1	587.160322333	587.211322333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	55.532289	0.5583043	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch2MPI2020-01-20_09-10-06_0000058.wav	14	call	40
192	Spectrogram 1	1	588.000322333	588.051322333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	56.372289	0.615409	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	15	call	66
193	Spectrogram 1	1	590.187677333	590.238677333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	58.559644	0.7597039	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	16	call	67
206	Spectrogram 1	1	593.895689333	593.946689333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	62.267656	0.538136	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	NA	call	68
194	Spectrogram 1	1	594.815689333	594.866689333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	63.187656	0.7250264	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	17	call	69
195	Spectrogram 1	1	598.964389333	599.015389333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	67.336356	0.8430022	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch1MPI2020-01-20_09-10-06_0000058.wav	18	call	17
196	Spectrogram 1	1	603.611077333	603.662077333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	71.983044	0.5028544	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch1MPI2020-01-20_09-10-06_0000058.wav	19	call	18
197	Spectrogram 1	1	604.223089333	604.274089333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	72.595056	0.8555848	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch4MPI2020-01-20_09-10-06_0000058.wav	20	call	99
209	Spectrogram 1	1	606.671089333	606.722089333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	75.043056	0.4032351	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch3MPI2020-01-20_09-10-06_0000058.wav	NA	call	73
198	Spectrogram 1	1	608.015100333	608.066100333	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	76.387067	0.8895713	call	MPI2020-01-20_09-10-06_0000058.wav	58	66	T66_G6_2020	ch4MPI2020-01-20_09-10-06_0000058.wav	21	call	100
424	Spectrogram 1	1	612.702322333	612.742720495	ch1MPI2020-01-20_09-10-06_0000058.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-20_09-10-06_0000058.wav	81.074289										
