"Día","Hora","Audio","Video","tipo de video","Grupo","Individuo","Experimento","Color","Tiempo de vuelo","Anotaciones","Video camara 1","Video camara 3","Video camara 5","Video camara respaldo","year","year.audio"
2020-01-23,0.475,"109","110","experimento","6/?","982126058484291","vuelo grupal/enmascarando busqueda","verde","0.0833333333333333","backup es camara 4 (no camara 6)","UCR-MPI_exp110_cam1_2020-1-23","UCR-MPI_exp110_cam3_2020-1-23","UCR-MPI_exp110_cam5_2020-1-23","UCR-MPI_exp110_cam-backup_2020-1-23","2020","2020-109"
2020-01-23,0.475,"110","111","experimento","6/?","900200000279790","vuelo grupal/sin sonido","rosado","0.0833333333333333","backup es camara 4 (no camara 6)","UCR-MPI_exp111_cam1_2020-1-23","UCR-MPI_exp111_cam3_2020-1-23","UCR-MPI_exp111_cam5_2020-1-23","UCR-MPI_exp111_cam-backup_2020-1-23","2020","2020-110"
2020-01-23,0.475,"110","111","experimento","6/?","982126058484291","vuelo grupal/sin sonido","verde","0.0833333333333333","backup es camara 4 (no camara 6)","UCR-MPI_exp111_cam1_2020-1-23","UCR-MPI_exp111_cam3_2020-1-23","UCR-MPI_exp111_cam5_2020-1-23","UCR-MPI_exp111_cam-backup_2020-1-23","2020","2020-110"
2020-01-23,0.432638888888889,"105","106","experimento","6/?","900200000279790","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6)","UCR-MPI_exp106_cam1_2020-1-23","UCR-MPI_exp106_cam3_2020-1-23","UCR-MPI_exp106_cam5_2020-1-23","UCR-MPI_exp106_cam-backup_2020-1-23","2020","2020-105"
2020-01-23,0.4375,"106","107","experimento","6/?","982126058484291","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6)","UCR-MPI_exp107_cam1_2020-1-23","UCR-MPI_exp107_cam3_2020-1-23","UCR-MPI_exp107_cam5_2020-1-23","UCR-MPI_exp107_cam-backup_2020-1-23","2020","2020-106"
2020-01-24,0.409722222222222,"118","120","experimento","4","900200000279820","vuelo grupal/enmascarando busqueda","rosado","0.0902777777777778","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp120_cam1_2020-1-24","UCR-MPI_exp120_cam3_2020-1-24","UCR-MPI_exp120_cam5_2020-1-24","UCR-MPI_exp120_cam-backup_2020-1-24","2020","2020-118"
2020-01-24,0.409722222222222,"118","120","experimento","4","982000359237334","vuelo grupal/enmascarando busqueda","anaranjado","0.0902777777777778","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp120_cam1_2020-1-24","UCR-MPI_exp120_cam3_2020-1-24","UCR-MPI_exp120_cam5_2020-1-24","UCR-MPI_exp120_cam-backup_2020-1-24","2020","2020-118"
2020-01-24,0.409722222222222,"118","120","experimento","4","982126051278475","vuelo grupal/enmascarando busqueda","verde","0.0902777777777778","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp120_cam1_2020-1-24","UCR-MPI_exp120_cam3_2020-1-24","UCR-MPI_exp120_cam5_2020-1-24","UCR-MPI_exp120_cam-backup_2020-1-24","2020","2020-118"
2020-01-24,0.409722222222222,"118","120","experimento","4","982126058484339","vuelo grupal/enmascarando busqueda","amarillo","0.0902777777777778","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp120_cam1_2020-1-24","UCR-MPI_exp120_cam3_2020-1-24","UCR-MPI_exp120_cam5_2020-1-24","UCR-MPI_exp120_cam-backup_2020-1-24","2020","2020-118"
2020-01-24,0.429166666666667,"119","122","experimento","4","900200000279820","vuelo grupal/sin sonido","rosado","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp122_cam1_2020-1-24","UCR-MPI_exp122_cam3_2020-1-24","UCR-MPI_exp122_cam5_2020-1-24","UCR-MPI_exp122_cam-backup_2020-1-24","2020","2020-119"
2020-01-24,0.429166666666667,"119","122","experimento","4","982000359237334","vuelo grupal/sin sonido","anaranjado","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp122_cam1_2020-1-24","UCR-MPI_exp122_cam3_2020-1-24","UCR-MPI_exp122_cam5_2020-1-24","UCR-MPI_exp122_cam-backup_2020-1-24","2020","2020-119"
2020-01-24,0.429166666666667,"119","122","experimento","4","982126051278475","vuelo grupal/sin sonido","verde","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp122_cam1_2020-1-24","UCR-MPI_exp122_cam3_2020-1-24","UCR-MPI_exp122_cam5_2020-1-24","UCR-MPI_exp122_cam-backup_2020-1-24","2020","2020-119"
2020-01-24,0.429166666666667,"119","122","experimento","4","982126058484339","vuelo grupal/sin sonido","amarillo","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp122_cam1_2020-1-24","UCR-MPI_exp122_cam3_2020-1-24","UCR-MPI_exp122_cam5_2020-1-24","UCR-MPI_exp122_cam-backup_2020-1-24","2020","2020-119"
2020-01-24,0.182638888888889,"143","148","experimento","4","900200000279820","vuelo solo","no aplica","0.0833333333333333","volo raro y se perchó mucho, individuo viejo, no grabo camara 1",NA,"UCR-MPI_exp148_cam3_2020-1-24","UCR-MPI_exp148_cam5_2020-1-24","UCR-MPI_exp148_cam-backup_2020-1-24","2020","2020-143"
2020-01-24,0.177777777777778,"142","147","experimento","4","982000359237334","vuelo solo","no aplica","0.0833333333333333","no grabo la camara 1",NA,"UCR-MPI_exp147_cam3_2020-1-24","UCR-MPI_exp147_cam5_2020-1-24","UCR-MPI_exp147_cam-backup_2020-1-24","2020","2020-142"
2020-01-24,0.173611111111111,"141","146","experimento","4","982126051278475","vuelo solo","no aplica","0.0833333333333333","no grabo la camara 1",NA,"UCR-MPI_exp146_cam3_2020-1-24","UCR-MPI_exp146_cam5_2020-1-24","UCR-MPI_exp146_cam-backup_2020-1-24","2020","2020-141"
2020-01-24,0.1875,"144","149","experimento","4","982126058484339","vuelo solo","no aplica","0.0833333333333333","no grabo la camara 1",NA,"UCR-MPI_exp149_cam3_2020-1-24","UCR-MPI_exp149_cam5_2020-1-24","UCR-MPI_exp149_cam-backup_2020-1-24","2020","2020-144"
2020-01-24,0.126388888888889,"138","142","experimento","29","982126051278519","vuelo grupal/enmascarando busqueda","no aplica","0.0847222222222222","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande","UCR-MPI_exp142_cam1_2020-1-24","UCR-MPI_exp142_cam3_2020-1-24","UCR-MPI_exp142_cam5_2020-1-24","UCR-MPI_exp142_cam-backup_2020-1-24","2020","2020-138"
2020-01-24,0.126388888888889,"138","142","experimento","29","982126051278543","vuelo grupal/enmascarando busqueda","no aplica","0.0847222222222222","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande","UCR-MPI_exp142_cam1_2020-1-24","UCR-MPI_exp142_cam3_2020-1-24","UCR-MPI_exp142_cam5_2020-1-24","UCR-MPI_exp142_cam-backup_2020-1-24","2020","2020-138"
2020-01-24,0.126388888888889,"138","142","experimento","29","982126051278546","vuelo grupal/enmascarando busqueda","no aplica","0.0847222222222222","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande","UCR-MPI_exp142_cam1_2020-1-24","UCR-MPI_exp142_cam3_2020-1-24","UCR-MPI_exp142_cam5_2020-1-24","UCR-MPI_exp142_cam-backup_2020-1-24","2020","2020-138"
2020-01-24,0.126388888888889,"138","142","experimento","29","982126051278547","vuelo grupal/enmascarando busqueda","no aplica","0.0847222222222222","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande","UCR-MPI_exp142_cam1_2020-1-24","UCR-MPI_exp142_cam3_2020-1-24","UCR-MPI_exp142_cam5_2020-1-24","UCR-MPI_exp142_cam-backup_2020-1-24","2020","2020-138"
2020-01-24,0.126388888888889,"138","142","experimento","29","982126052945857","vuelo grupal/enmascarando busqueda","no aplica","0.0847222222222222","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande","UCR-MPI_exp142_cam1_2020-1-24","UCR-MPI_exp142_cam3_2020-1-24","UCR-MPI_exp142_cam5_2020-1-24","UCR-MPI_exp142_cam-backup_2020-1-24","2020","2020-138"
2020-01-24,0.126388888888889,"138","142","experimento","29","982126052945922","vuelo grupal/enmascarando busqueda","no aplica","0.0847222222222222","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande","UCR-MPI_exp142_cam1_2020-1-24","UCR-MPI_exp142_cam3_2020-1-24","UCR-MPI_exp142_cam5_2020-1-24","UCR-MPI_exp142_cam-backup_2020-1-24","2020","2020-138"
2020-01-24,0.126388888888889,"138","142","experimento","29","A","vuelo grupal/enmascarando busqueda","no aplica","0.0847222222222222","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande","UCR-MPI_exp142_cam1_2020-1-24","UCR-MPI_exp142_cam3_2020-1-24","UCR-MPI_exp142_cam5_2020-1-24","UCR-MPI_exp142_cam-backup_2020-1-24","2020","2020-138"
2020-01-24,0.119444444444444,"137","141","experimento","29","982126051278519","vuelo grupal/sin sonido","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande. Camara 3 se mueve en algun momento, tomaren cuenta para traqueo, no se re quirio calibración posterior","UCR-MPI_exp141_cam1_2020-1-24","UCR-MPI_exp141_cam3_2020-1-24","UCR-MPI_exp141_cam5_2020-1-24","UCR-MPI_exp141_cam-backup_2020-1-24","2020","2020-137"
2020-01-24,0.119444444444444,"137","141","experimento","29","982126051278543","vuelo grupal/sin sonido","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande. Camara 3 se mueve en algun momento, tomaren cuenta para traqueo, no se re quirio calibración posterior","UCR-MPI_exp141_cam1_2020-1-24","UCR-MPI_exp141_cam3_2020-1-24","UCR-MPI_exp141_cam5_2020-1-24","UCR-MPI_exp141_cam-backup_2020-1-24","2020","2020-137"
2020-01-24,0.119444444444444,"137","141","experimento","29","982126051278546","vuelo grupal/sin sonido","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande. Camara 3 se mueve en algun momento, tomaren cuenta para traqueo, no se re quirio calibración posterior","UCR-MPI_exp141_cam1_2020-1-24","UCR-MPI_exp141_cam3_2020-1-24","UCR-MPI_exp141_cam5_2020-1-24","UCR-MPI_exp141_cam-backup_2020-1-24","2020","2020-137"
2020-01-24,0.119444444444444,"137","141","experimento","29","982126051278547","vuelo grupal/sin sonido","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande. Camara 3 se mueve en algun momento, tomaren cuenta para traqueo, no se re quirio calibración posterior","UCR-MPI_exp141_cam1_2020-1-24","UCR-MPI_exp141_cam3_2020-1-24","UCR-MPI_exp141_cam5_2020-1-24","UCR-MPI_exp141_cam-backup_2020-1-24","2020","2020-137"
2020-01-24,0.119444444444444,"137","141","experimento","29","982126052945857","vuelo grupal/sin sonido","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande. Camara 3 se mueve en algun momento, tomaren cuenta para traqueo, no se re quirio calibración posterior","UCR-MPI_exp141_cam1_2020-1-24","UCR-MPI_exp141_cam3_2020-1-24","UCR-MPI_exp141_cam5_2020-1-24","UCR-MPI_exp141_cam-backup_2020-1-24","2020","2020-137"
2020-01-24,0.119444444444444,"137","141","experimento","29","982126052945922","vuelo grupal/sin sonido","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande. Camara 3 se mueve en algun momento, tomaren cuenta para traqueo, no se re quirio calibración posterior","UCR-MPI_exp141_cam1_2020-1-24","UCR-MPI_exp141_cam3_2020-1-24","UCR-MPI_exp141_cam5_2020-1-24","UCR-MPI_exp141_cam-backup_2020-1-24","2020","2020-137"
2020-01-24,0.119444444444444,"137","141","experimento","29","A","vuelo grupal/sin sonido","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, no se colorearon por ser un grupo muy grande. Camara 3 se mueve en algun momento, tomaren cuenta para traqueo, no se re quirio calibración posterior","UCR-MPI_exp141_cam1_2020-1-24","UCR-MPI_exp141_cam3_2020-1-24","UCR-MPI_exp141_cam5_2020-1-24","UCR-MPI_exp141_cam-backup_2020-1-24","2020","2020-137"
2020-01-24,0.481944444444444,"125","128","experimento","29","982126051278519","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp128_cam1_2020-1-24","UCR-MPI_exp128_cam3_2020-1-24","UCR-MPI_exp128_cam5_2020-1-24","UCR-MPI_exp128_cam-backup_2020-1-24","2020","2020-125"
2020-01-24,0.477777777777778,"124","127","experimento","29","982126051278543","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp127_cam1_2020-1-24","UCR-MPI_exp127_cam3_2020-1-24","UCR-MPI_exp127_cam5_2020-1-24","UCR-MPI_exp127_cam-backup_2020-1-24","2020","2020-124"
2020-01-24,0.493055555555556,"127","130","experimento","29","982126051278546","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp130_cam1_2020-1-24","UCR-MPI_exp130_cam3_2020-1-24","UCR-MPI_exp130_cam5_2020-1-24","UCR-MPI_exp130_cam-backup_2020-1-24","2020","2020-127"
2020-01-24,0.439583333333333,"120","123","experimento","29","982126051278547","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp123_cam1_2020-1-24","UCR-MPI_exp123_cam3_2020-1-24","UCR-MPI_exp123_cam5_2020-1-24","UCR-MPI_exp123_cam-backup_2020-1-24","2020","2020-120"
2020-01-24,0.488194444444444,"126","129","experimento","29","982126052945857","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp129_cam1_2020-1-24","UCR-MPI_exp129_cam3_2020-1-24","UCR-MPI_exp129_cam5_2020-1-24","UCR-MPI_exp129_cam-backup_2020-1-24","2020","2020-126"
2020-01-24,0.450694444444444,"122","125","experimento","29","982126052945922","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6, video 124 y audio 121 fueron de un experimento que se paro, ID 8546","UCR-MPI_exp125_cam1_2020-1-24","UCR-MPI_exp125_cam3_2020-1-24","UCR-MPI_exp125_cam5_2020-1-24","UCR-MPI_exp125_cam-backup_2020-1-24","2020","2020-122"
2020-01-24,0.457638888888889,"123","126","experimento","29","A","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6 , volando casi a ras del suelo","UCR-MPI_exp126_cam1_2020-1-24","UCR-MPI_exp126_cam3_2020-1-24","UCR-MPI_exp126_cam5_2020-1-24","UCR-MPI_exp126_cam-backup_2020-1-24","2020","2020-123"
2020-01-24,0.144444444444444,"140","144","experimento","42","982126058484255","vuelo grupal/enmascarando busqueda","no aplica","0.0833333333333333",NA,"UCR-MPI_exp144_cam1_2020-1-24","UCR-MPI_exp144_cam3_2020-1-24","UCR-MPI_exp144_cam5_2020-1-24","UCR-MPI_exp144_cam-backup_2020-1-24","2020","2020-140"
2020-01-24,0.144444444444444,"140","144","experimento","42","982126058484278","vuelo grupal/enmascarando busqueda","no aplica","0.0833333333333333",NA,"UCR-MPI_exp144_cam1_2020-1-24","UCR-MPI_exp144_cam3_2020-1-24","UCR-MPI_exp144_cam5_2020-1-24","UCR-MPI_exp144_cam-backup_2020-1-24","2020","2020-140"
2020-01-24,0.144444444444444,"140","144","experimento","42","982126058484281","vuelo grupal/enmascarando busqueda","no aplica","0.0833333333333333",NA,"UCR-MPI_exp144_cam1_2020-1-24","UCR-MPI_exp144_cam3_2020-1-24","UCR-MPI_exp144_cam5_2020-1-24","UCR-MPI_exp144_cam-backup_2020-1-24","2020","2020-140"
2020-01-24,0.144444444444444,"140","144","experimento","42","982126058484307","vuelo grupal/enmascarando busqueda","no aplica","0.0833333333333333",NA,"UCR-MPI_exp144_cam1_2020-1-24","UCR-MPI_exp144_cam3_2020-1-24","UCR-MPI_exp144_cam5_2020-1-24","UCR-MPI_exp144_cam-backup_2020-1-24","2020","2020-140"
2020-01-24,0.144444444444444,"140","144","experimento","42","982126058484320","vuelo grupal/enmascarando busqueda","no aplica","0.0833333333333333",NA,"UCR-MPI_exp144_cam1_2020-1-24","UCR-MPI_exp144_cam3_2020-1-24","UCR-MPI_exp144_cam5_2020-1-24","UCR-MPI_exp144_cam-backup_2020-1-24","2020","2020-140"
2020-01-24,0.136805555555556,"139","143","experimento","42","982126058484255","vuelo grupal/sin sonido","no aplica","0.0833333333333333",NA,"UCR-MPI_exp143_cam1_2020-1-24","UCR-MPI_exp143_cam3_2020-1-24","UCR-MPI_exp143_cam5_2020-1-24","UCR-MPI_exp143_cam-backup_2020-1-24","2020","2020-139"
2020-01-24,0.136805555555556,"139","143","experimento","42","982126058484278","vuelo grupal/sin sonido","no aplica","0.0833333333333333",NA,"UCR-MPI_exp143_cam1_2020-1-24","UCR-MPI_exp143_cam3_2020-1-24","UCR-MPI_exp143_cam5_2020-1-24","UCR-MPI_exp143_cam-backup_2020-1-24","2020","2020-139"
2020-01-24,0.136805555555556,"139","143","experimento","42","982126058484281","vuelo grupal/sin sonido","no aplica","0.0833333333333333",NA,"UCR-MPI_exp143_cam1_2020-1-24","UCR-MPI_exp143_cam3_2020-1-24","UCR-MPI_exp143_cam5_2020-1-24","UCR-MPI_exp143_cam-backup_2020-1-24","2020","2020-139"
2020-01-24,0.136805555555556,"139","143","experimento","42","982126058484307","vuelo grupal/sin sonido","no aplica","0.0833333333333333",NA,"UCR-MPI_exp143_cam1_2020-1-24","UCR-MPI_exp143_cam3_2020-1-24","UCR-MPI_exp143_cam5_2020-1-24","UCR-MPI_exp143_cam-backup_2020-1-24","2020","2020-139"
2020-01-24,0.136805555555556,"139","143","experimento","42","982126058484320","vuelo grupal/sin sonido","no aplica","0.0833333333333333",NA,"UCR-MPI_exp143_cam1_2020-1-24","UCR-MPI_exp143_cam3_2020-1-24","UCR-MPI_exp143_cam5_2020-1-24","UCR-MPI_exp143_cam-backup_2020-1-24","2020","2020-139"
2020-01-24,0.510416666666667,"131","135","experimento","42","982126058484255","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp135_cam1_2020-1-24","UCR-MPI_exp135_cam3_2020-1-24","UCR-MPI_exp135_cam5_2020-1-24","UCR-MPI_exp135_cam-backup_2020-1-24","2020","2020-131"
2020-01-24,0.507638888888889,"130","134","experimento","42","982126058484278","vuelo solo","no aplica","0.0833333333333333","1) backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo 2) la camara 1 no se paro del video anterior y continuo grabando, pero luego se cortaron los videos de forma q hay uno para cada experimento (133 y 134)","UCR-MPI_exp134_cam1_2020-1-24","UCR-MPI_exp134_cam3_2020-1-24","UCR-MPI_exp134_cam5_2020-1-24","UCR-MPI_exp134_cam-backup_2020-1-24","2020","2020-130"
2020-01-24,0.504861111111111,"129","133","experimento","42","982126058484281","vuelo solo","no aplica","0.0833333333333333","1) backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo 2) la camara 1 se calibro otra vez porque se movio en video","UCR-MPI_exp133_cam1_2020-1-24","UCR-MPI_exp133_cam3_2020-1-24","UCR-MPI_exp133_cam5_2020-1-24","UCR-MPI_exp133_cam-backup_2020-1-24","2020","2020-129"
2020-01-24,0.497916666666667,"128","131","experimento","42","982126058484298","vuelo solo","no aplica","0.0833333333333333","1) backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo  2) la camara 1 se pudo mover al final del video","UCR-MPI_exp131_cam1_2020-1-24","UCR-MPI_exp131_cam3_2020-1-24","UCR-MPI_exp131_cam5_2020-1-24","UCR-MPI_exp131_cam-backup_2020-1-24","2020","2020-128"
2020-01-24,0.517361111111111,"133","137","experimento","42","982126058484307","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, experimento 137 murci no paro de percharse","UCR-MPI_exp137_cam1_2020-1-24","UCR-MPI_exp137_cam3_2020-1-24","UCR-MPI_exp137_cam5_2020-1-24","UCR-MPI_exp137_cam-backup_2020-1-24","2020","2020-133"
2020-01-24,0.513194444444444,"132","136","experimento","42","982126058484320","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp136_cam1_2020-1-24","UCR-MPI_exp136_cam3_2020-1-24","UCR-MPI_exp136_cam5_2020-1-24","UCR-MPI_exp136_cam-backup_2020-1-24","2020","2020-132"
2020-01-24,0.100694444444444,"135","139","experimento","12/12/N/N","900200000279490","vuelo grupal/enmascarando busqueda","verde","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo. Se usó playback a 77,5 dB","UCR-MPI_exp139_cam1_2020-1-24","UCR-MPI_exp139_cam3_2020-1-24","UCR-MPI_exp139_cam5_2020-1-24","UCR-MPI_exp139_cam-backup_2020-1-24","2020","2020-135"
2020-01-24,0.100694444444444,"135","139","experimento","12/12/N/N","900200000279633","vuelo grupal/enmascarando busqueda","rosado","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo. Se usó playback a 77,5 dB","UCR-MPI_exp139_cam1_2020-1-24","UCR-MPI_exp139_cam3_2020-1-24","UCR-MPI_exp139_cam5_2020-1-24","UCR-MPI_exp139_cam-backup_2020-1-24","2020","2020-135"
2020-01-24,0.100694444444444,"135","139","experimento","12/12/N/N","982126058484262","vuelo grupal/enmascarando busqueda","anaranjado","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo. Se usó playback a 77,5 dB","UCR-MPI_exp139_cam1_2020-1-24","UCR-MPI_exp139_cam3_2020-1-24","UCR-MPI_exp139_cam5_2020-1-24","UCR-MPI_exp139_cam-backup_2020-1-24","2020","2020-135"
2020-01-24,0.100694444444444,"135","139","experimento","12/12/N/N","982126058484346","vuelo grupal/enmascarando busqueda","amarillo","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo. Se usó playback a 77,5 dB","UCR-MPI_exp139_cam1_2020-1-24","UCR-MPI_exp139_cam3_2020-1-24","UCR-MPI_exp139_cam5_2020-1-24","UCR-MPI_exp139_cam-backup_2020-1-24","2020","2020-135"
2020-01-24,0.111111111111111,"136","140","experimento","12/12/N/N","900200000279490","vuelo grupal/sin sonido","verde","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp140_cam1_2020-1-24","UCR-MPI_exp140_cam3_2020-1-24","UCR-MPI_exp140_cam5_2020-1-24","UCR-MPI_exp140_cam-backup_2020-1-24","2020","2020-136"
2020-01-24,0.111111111111111,"136","140","experimento","12/12/N/N","900200000279633","vuelo grupal/sin sonido","rosado","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp140_cam1_2020-1-24","UCR-MPI_exp140_cam3_2020-1-24","UCR-MPI_exp140_cam5_2020-1-24","UCR-MPI_exp140_cam-backup_2020-1-24","2020","2020-136"
2020-01-24,0.111111111111111,"136","140","experimento","12/12/N/N","982126058484262","vuelo grupal/sin sonido","anaranjado","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp140_cam1_2020-1-24","UCR-MPI_exp140_cam3_2020-1-24","UCR-MPI_exp140_cam5_2020-1-24","UCR-MPI_exp140_cam-backup_2020-1-24","2020","2020-136"
2020-01-24,0.111111111111111,"136","140","experimento","12/12/N/N","982126058484346","vuelo grupal/sin sonido","amarillo","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp140_cam1_2020-1-24","UCR-MPI_exp140_cam3_2020-1-24","UCR-MPI_exp140_cam5_2020-1-24","UCR-MPI_exp140_cam-backup_2020-1-24","2020","2020-136"
2020-01-24,0.349305555555556,"115","117","experimento","12/12/N/N","900200000279490","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6)","UCR-MPI_exp117_cam1_2020-1-24","UCR-MPI_exp117_cam3_2020-1-24","UCR-MPI_exp117_cam5_2020-1-24","UCR-MPI_exp117_cam-backup_2020-1-24","2020","2020-115"
2020-01-24,0.364583333333333,"117","119","experimento","12/12/N/N","900200000279633","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6 este dia a partir de aca","UCR-MPI_exp119_cam1_2020-1-24","UCR-MPI_exp119_cam3_2020-1-24","UCR-MPI_exp119_cam5_2020-1-24","UCR-MPI_exp119_cam-backup_2020-1-24","2020","2020-117"
2020-01-24,0.360416666666667,"116","118","experimento","12/12/N/N","982126058484262","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6 este dia a partir de aca","UCR-MPI_exp118_cam1_2020-1-24","UCR-MPI_exp118_cam3_2020-1-24","UCR-MPI_exp118_cam5_2020-1-24","UCR-MPI_exp118_cam-backup_2020-1-24","2020","2020-116"
2020-01-24,0.344444444444444,"114","116","experimento","12/12/N/N","982126058484346","vuelo solo","no aplica","0.0833333333333333","backup es camara 4 (no camara 6)","UCR-MPI_exp116_cam1_2020-1-24","UCR-MPI_exp116_cam3_2020-1-24","UCR-MPI_exp116_cam5_2020-1-24","UCR-MPI_exp116_cam-backup_2020-1-24","2020","2020-114"
2020-01-25,0.432638888888889,"145","151","experimento","1","900200000279422","vuelo grupal/enmascarando busqueda","rosado","0.0833333333333333","replica, no se grabaron (audio) los primeros 2 segundos (no se grabo la claqueta), vuelo muy cordinado","UCR-MPI_exp151_cam1_2020-1-25","UCR-MPI_exp151_cam3_2020-1-25","UCR-MPI_exp151_cam5_2020-1-25","UCR-MPI_exp151_cam-backup_2020-1-25","2020","2020-145"
2020-01-25,0.432638888888889,"145","151","experimento","1","982126051278491","vuelo grupal/enmascarando busqueda","naranja","0.0833333333333333","replica, no se grabaron (audio) los primeros 2 segundos (no se grabo la claqueta), vuelo muy cordinado","UCR-MPI_exp151_cam1_2020-1-25","UCR-MPI_exp151_cam3_2020-1-25","UCR-MPI_exp151_cam5_2020-1-25","UCR-MPI_exp151_cam-backup_2020-1-25","2020","2020-145"
2020-01-25,0.432638888888889,"145","151","experimento","1",NA,"vuelo grupal/enmascarando busqueda","verde","0.0833333333333333","replica, no se grabaron (audio) los primeros 2 segundos (no se grabo la claqueta), vuelo muy cordinado","UCR-MPI_exp151_cam1_2020-1-25","UCR-MPI_exp151_cam3_2020-1-25","UCR-MPI_exp151_cam5_2020-1-25","UCR-MPI_exp151_cam-backup_2020-1-25","2020","2020-145"
