"indiv.1","indiv.2","mean.overlap","mean.distance","group","type","group.size","experiment.type"
"982126051278512","982126057846248",0.15116239969693,1.61241282909106,"GM18","vuelo grupos mixtos",4,"Artificial"
"982126051278512","982126058484299",0.341043626854899,1.24391237924696,"GM18","vuelo grupos mixtos",4,"Artificial"
"982126051278512","982126058844330",0.177982451389367,1.95772085987573,"GM18","vuelo grupos mixtos",4,"Artificial"
"982126057846248","982126058484299",0.392682713140324,0.693380301192237,"GM18","vuelo grupos mixtos",4,"Artificial"
"982126057846248","982126058844330",0.424797515020017,0.772052270264795,"GM18","vuelo grupos mixtos",4,"Artificial"
"982126058484299","982126058844330",0.456944929343269,0.958892178652982,"GM18","vuelo grupos mixtos",4,"Artificial"
"982126052945900","982126052945921",0.211630991118603,2.03297344791629,"GM19","vuelo grupos mixtos",4,"Artificial"
"982126052945900","982126057846221",0.645563017537826,1.0144826895368,"GM19","vuelo grupos mixtos",4,"Artificial"
"982126052945900","982126058484340",0.286061479831775,1.04446117707398,"GM19","vuelo grupos mixtos",4,"Artificial"
"982126052945921","982126057846221",0.107802525792233,2.79377861085947,"GM19","vuelo grupos mixtos",4,"Artificial"
"982126052945921","982126058484340",0.0513111178227115,2.20518262852582,"GM19","vuelo grupos mixtos",4,"Artificial"
"982126057846221","982126058484340",0.525078001726268,0.915688970571665,"GM19","vuelo grupos mixtos",4,"Artificial"
"900200000206430","982126051278551",0.238709532409507,1.57720388985292,"GM20","vuelo grupos mixtos",4,"Artificial"
"900200000206430","982126052945877",0.0335404196265938,3.45769364824276,"GM20","vuelo grupos mixtos",4,"Artificial"
"900200000206430","982126057846223",0.0861411301855422,2.08454866437075,"GM20","vuelo grupos mixtos",4,"Artificial"
"982126051278551","982126052945877",0.00430351295404393,4.92797487800141,"GM20","vuelo grupos mixtos",4,"Artificial"
"982126051278551","982126057846223",0.0109932047591591,3.45609260545478,"GM20","vuelo grupos mixtos",4,"Artificial"
"982126052945877","982126057846223",0.0423116473642047,1.55911451720662,"GM20","vuelo grupos mixtos",4,"Artificial"
"982126057846217","982126058844330",0.0609364796907887,3.15506551788008,"GM32","vuelo grupos mixtos",2,"Artificial"
"982126057845060","982126957845238",0.0617327462281963,3.39682468196663,"GM33","vuelo grupos mixtos",2,"Artificial"
"982126057846235","982126058484318",0.175914219677561,2.98936678402535,"GM34","vuelo grupos mixtos",2,"Artificial"
"982126058484313","982126058484327",0.147447282236663,2.40726102649449,"GY","vuelo grupal/sin sonido",4,"Regular"
"982126058484313","982126058484329",0.19029281520161,1.16902715974361,"GY","vuelo grupal/sin sonido",4,"Regular"
"982126058484313","982126058484341",0.283439389945791,1.79948765478324,"GY","vuelo grupal/sin sonido",4,"Regular"
"982126058484327","982126058484329",0.181943339320727,1.58060616355997,"GY","vuelo grupal/sin sonido",4,"Regular"
"982126058484327","982126058484341",0.0464634915669858,2.73072572552485,"GY","vuelo grupal/sin sonido",4,"Regular"
"982126058484329","982126058484341",0.197511129456548,1.96103749999526,"GY","vuelo grupal/sin sonido",4,"Regular"
"982000359237615","982126052945904",0.261133829435668,2.25564524751981,"GM35","vuelo grupos mixtos",3,"Artificial"
"982000359237615","982126058484340",0.093227940659528,2.44417588980924,"GM35","vuelo grupos mixtos",3,"Artificial"
"982126052945904","982126058484340",0.0708843952138844,1.91980384347352,"GM35","vuelo grupos mixtos",3,"Artificial"
"982126051278560","982126051278564",0.391705367622172,1.40782386901011,"GM36","vuelo grupos mixtos",4,"Artificial"
"982126051278560","982126052945887",0.400509074577688,1.25605525817274,"GM36","vuelo grupos mixtos",4,"Artificial"
"982126051278560","982126057846225",0.186681696512826,2.16989763551971,"GM36","vuelo grupos mixtos",4,"Artificial"
"982126051278564","982126052945887",0.246466836651372,2.08209489222968,"GM36","vuelo grupos mixtos",4,"Artificial"
"982126051278564","982126057846225",0.115134581051773,2.71957656911925,"GM36","vuelo grupos mixtos",4,"Artificial"
"982126052945887","982126057846225",0.4811340619576,1.14287786291784,"GM36","vuelo grupos mixtos",4,"Artificial"
"982126051278511","982126057846223",0.0594653969975872,2.08611993130151,"GM37","vuelo grupos mixtos",4,"Artificial"
"982126051278511","982126057846232",0.244611014011866,1.94734191754762,"GM37","vuelo grupos mixtos",4,"Artificial"
"982126051278511","982126058484305",0.301128075314829,1.06120219037325,"GM37","vuelo grupos mixtos",4,"Artificial"
"982126057846223","982126057846232",0.0194234013981207,2.1969534314433,"GM37","vuelo grupos mixtos",4,"Artificial"
"982126057846223","982126058484305",0.276233166859265,1.2999333116486,"GM37","vuelo grupos mixtos",4,"Artificial"
"982126057846232","982126058484305",0.109277251233182,1.42575898220561,"GM37","vuelo grupos mixtos",4,"Artificial"
"982126051278476","982126057845083",0.364166989923891,1.16824303687458,"GM39","vuelo grupos mixtos",3,"Artificial"
"982126051278476","982126057846219",0.192559919641552,2.05779119729085,"GM39","vuelo grupos mixtos",3,"Artificial"
"982126057845083","982126057846219",0.0617291193378194,2.67687556719482,"GM39","vuelo grupos mixtos",3,"Artificial"
"900200000279422","982126052945840",0.224093195585609,2.48187572612082,"GM40","vuelo grupos mixtos",3,"Artificial"
"900200000279422","982126058484290",0.313607826432738,1.6759690786034,"GM40","vuelo grupos mixtos",3,"Artificial"
"982126052945840","982126058484290",0.405912902098558,1.28201709794478,"GM40","vuelo grupos mixtos",3,"Artificial"
"982126051278491","982126057846201",0.197733614406818,2.59553647240984,"GM42","vuelo grupos mixtos",3,"Artificial"
"982126051278491","982126057846230",0.170888590433873,2.55791999517146,"GM42","vuelo grupos mixtos",3,"Artificial"
"982126057846201","982126057846230",0.364460079170971,1.11393305875266,"GM42","vuelo grupos mixtos",3,"Artificial"
"982126057846162","982126058484256",0.441522490625984,0.968161744229303,"GM43","vuelo grupos mixtos",2,"Artificial"
