Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	score	class_fixed	class	org.sound.files
11898	Spectrogram 1	1	7043.553262222	7043.604262222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	49.6496	13354.800	42822.600	0.8455688	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11910	Spectrogram 1	1	7047.141282222	7047.192282222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	53.2377	13354.800	42822.600	0.7937825	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11913	Spectrogram 1	1	7049.920632222	7049.971632222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	56.0170	13354.800	42822.600	0.7742972	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11915	Spectrogram 1	1	7052.274642222	7052.325642222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	58.3710	13354.800	42822.600	0.7628361	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11897	Spectrogram 1	1	7055.297332222	7055.348332222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	61.3937	13354.800	42822.600	0.88659	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11920	Spectrogram 1	1	7057.539342222	7057.590342222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	63.6357	13354.800	42822.600	0.7565932	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11914	Spectrogram 1	1	7059.331352222	7059.382352222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	65.4277	13354.800	42822.600	0.7671555	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11919	Spectrogram 1	1	7062.287372222	7062.338372222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	68.3837	13354.800	42822.600	0.7588942	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
49256	Spectrogram 1	1	7064.254944066	7064.298576904	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	70.3513	22493.215	40742.809				
11923	Spectrogram 1	1	7065.994732222	7066.045732222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	72.0911	13354.800	42822.600	0.7468659	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11928	Spectrogram 1	1	7068.812082222	7068.863082222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	74.9085	13354.800	42822.600	0.7022578	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
1676	Spectrogram 1	1	7068.822082222	7068.873082222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	74.9185	13354.800	42822.600	0.6047536	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11930	Spectrogram 1	1	7071.539432222	7071.590432222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	77.6358	13354.800	42822.600	0.6202557	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11906	Spectrogram 1	1	7075.475452222	7075.526452222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	81.5718	13354.800	42822.600	0.8053673	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11909	Spectrogram 1	1	7079.002142222	7079.053142222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	85.0985	13354.800	42822.600	0.7959316	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11899	Spectrogram 1	1	7081.182152222	7081.233152222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	87.2785	13354.800	42822.600	0.8343696	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11902	Spectrogram 1	1	7082.810832222	7082.861832222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	88.9072	13354.800	42822.600	0.8189105	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11911	Spectrogram 1	1	7086.222182222	7086.273182222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	92.3186	13354.800	42822.600	0.780099	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11917	Spectrogram 1	1	7088.443532222	7088.494532222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	94.5399	13354.800	42822.600	0.7619696	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11905	Spectrogram 1	1	7090.512212222	7090.563212222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	96.6086	13354.800	42822.600	0.8121803	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11900	Spectrogram 1	1	7093.931522222	7093.982522222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	100.0279	13354.800	42822.600	0.8249123	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11903	Spectrogram 1	1	7097.262222222	7097.313222222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	103.3586	13354.800	42822.600	0.8175234	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11901	Spectrogram 1	1	7099.908222222	7099.959222222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	106.0046	13354.800	42822.600	0.8227241	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11921	Spectrogram 1	1	7101.788322222	7101.839322222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	107.8847	13354.800	42822.600	0.7556799	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11918	Spectrogram 1	1	7106.183022222	7106.234022222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	112.2794	13354.800	42822.600	0.7598616	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11929	Spectrogram 1	1	7110.493622222	7110.544622222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	116.5900	13354.800	42822.600	0.6221324	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11907	Spectrogram 1	1	7112.049722222	7112.100722222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	118.1461	13354.800	42822.600	0.8003846	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11922	Spectrogram 1	1	7114.319022222	7114.370022222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	120.4154	13354.800	42822.600	0.7477897	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11916	Spectrogram 1	1	7115.636322222	7115.687322222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	121.7327	13354.800	42822.600	0.7625831	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11927	Spectrogram 1	1	7118.653722222	7118.704722222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	124.7501	13354.800	42822.600	0.7128189	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
11908	Spectrogram 1	1	7121.848422222	7121.899422222	ch1MPI2020-01-17_08-11-19_0000025.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-17_08-11-19_0000025.wav	127.9448	13354.800	42822.600	0.7975042	call	call	ch1MPI2020-01-17_08-11-19_0000025.wav
1694	Spectrogram 1	1	7195.563828889	7195.614828889	ch1MPI2020-01-26_10-07-16_0000166.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_10-07-16_0000166.wav	70.6537	13354.800	42822.600	0.633595	call	call	ch1MPI2020-01-26_10-07-16_0000166.wav
47663	Spectrogram 1	1	7195.566488889	7195.617488889	ch1MPI2020-01-26_10-07-16_0000166.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_10-07-16_0000166.wav	70.6564	13354.800	42822.600	0.6070254	call	call	ch1MPI2020-01-26_10-07-16_0000166.wav
47678	Spectrogram 1	1	7225.973288889	7226.024288889	ch1MPI2020-01-26_10-07-16_0000166.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_10-07-16_0000166.wav	101.0632	13354.800	42822.600	0.3152006	call	call	ch1MPI2020-01-26_10-07-16_0000166.wav
47665	Spectrogram 1	1	7230.466688889	7230.517688889	ch1MPI2020-01-26_10-07-16_0000166.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_10-07-16_0000166.wav	105.5566	13354.800	42822.600	0.7190222	call	call	ch1MPI2020-01-26_10-07-16_0000166.wav
47664	Spectrogram 1	1	7234.347388889	7234.398388889	ch1MPI2020-01-26_10-07-16_0000166.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_10-07-16_0000166.wav	109.4373	13354.800	42822.600	0.6963262	call	call	ch1MPI2020-01-26_10-07-16_0000166.wav
47666	Spectrogram 1	1	7237.436088889	7237.487088889	ch1MPI2020-01-26_10-07-16_0000166.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_10-07-16_0000166.wav	112.5260	13354.800	42822.600	0.5725088	call	call	ch1MPI2020-01-26_10-07-16_0000166.wav
49257	Spectrogram 1	1	7248.719699195	7248.766968102	ch1MPI2020-01-26_10-07-16_0000166.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-26_10-07-16_0000166.wav	123.8096	20621.462	37467.241				
44992	Spectrogram 1	1	7266.041898889	7266.092898889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	12.5174	13354.800	42822.600	0.5599682	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44960	Spectrogram 1	1	7273.866608889	7273.917608889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	20.3421	13354.800	42822.600	0.7174919	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44981	Spectrogram 1	1	7277.219298889	7277.270298889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	23.6948	13354.800	42822.600	0.6054252	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44969	Spectrogram 1	1	7279.333308889	7279.384308889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	25.8088	13354.800	42822.600	0.6725575	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44965	Spectrogram 1	1	7279.749318889	7279.800318889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	26.2248	13354.800	42822.600	0.6935366	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44970	Spectrogram 1	1	7284.371338889	7284.422338889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	30.8468	13354.800	42822.600	0.6675188	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44956	Spectrogram 1	1	7291.238048889	7291.289048889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	37.7136	13354.800	42822.600	0.7741566	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
1740	Spectrogram 1	1	7293.528728889	7293.579728889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	40.0042	13354.800	42822.600	0.4456805	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44985	Spectrogram 1	1	7293.532058889	7293.583058889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	40.0076	13354.800	42822.600	0.5836148	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44973	Spectrogram 1	1	7294.370738889	7294.421738889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	40.8462	13354.800	42822.600	0.6456419	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44975	Spectrogram 1	1	7296.368078889	7296.419078889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	42.8436	13354.800	42822.600	0.6353424	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44971	Spectrogram 1	1	7298.289428889	7298.340428889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	44.7649	13354.800	42822.600	0.6667189	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44988	Spectrogram 1	1	7301.368108889	7301.419108889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	47.8436	13354.800	42822.600	0.5780457	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44979	Spectrogram 1	1	7305.166798889	7305.217798889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	51.6423	13354.800	42822.600	0.6162781	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44957	Spectrogram 1	1	7307.698148889	7307.749148889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	54.1737	13354.800	42822.600	0.7638984	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44997	Spectrogram 1	1	7309.788828889	7309.839828889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	56.2643	13354.800	42822.600	0.4179338	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44962	Spectrogram 1	1	7313.161518889	7313.212518889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	59.6370	13354.800	42822.600	0.7034287	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44967	Spectrogram 1	1	7318.445548889	7318.496548889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	64.9211	13354.800	42822.600	0.6904042	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44994	Spectrogram 1	1	7320.692898889	7320.743898889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	67.1684	13354.800	42822.600	0.5434646	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44968	Spectrogram 1	1	7323.546248889	7323.597248889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	70.0218	13354.800	42822.600	0.68373	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44995	Spectrogram 1	1	7326.848928889	7326.899928889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	73.3244	13354.800	42822.600	0.4688859	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44990	Spectrogram 1	1	7327.557598889	7327.608598889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	74.0331	13354.800	42822.600	0.5667381	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44976	Spectrogram 1	1	7328.307608889	7328.358608889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	74.7831	13354.800	42822.600	0.632444	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44980	Spectrogram 1	1	7329.612948889	7329.663948889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	76.0885	13354.800	42822.600	0.6120964	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44984	Spectrogram 1	1	7330.888288889	7330.939288889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	77.3638	13354.800	42822.600	0.5844452	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44955	Spectrogram 1	1	7331.616958889	7331.667958889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	78.0925	13354.800	42822.600	0.8011102	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44987	Spectrogram 1	1	7333.821638889	7333.872638889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	80.2971	13354.800	42822.600	0.5785253	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44991	Spectrogram 1	1	7336.641658889	7336.692658889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	83.1172	13354.800	42822.600	0.5625251	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44986	Spectrogram 1	1	7338.418998889	7338.469998889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	84.8945	13354.800	42822.600	0.5821576	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44964	Spectrogram 1	1	7340.565678889	7340.616678889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	87.0412	13354.800	42822.600	0.6946807	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44974	Spectrogram 1	1	7342.433028889	7342.484028889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	88.9085	13354.800	42822.600	0.6366622	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44977	Spectrogram 1	1	7345.807708889	7345.858708889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	92.2832	13354.800	42822.600	0.6298435	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44954	Spectrogram 1	1	7347.422388889	7347.473388889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	93.8979	13354.800	42822.600	0.8346929	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44982	Spectrogram 1	1	7349.641068889	7349.692068889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	96.1166	13354.800	42822.600	0.5967572	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44966	Spectrogram 1	1	7352.170418889	7352.221418889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	98.6459	13354.800	42822.600	0.6913331	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44961	Spectrogram 1	1	7354.119088889	7354.170088889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	100.5946	13354.800	42822.600	0.7089035	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44989	Spectrogram 1	1	7355.643788889	7355.694788889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	102.1193	13354.800	42822.600	0.5676252	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44983	Spectrogram 1	1	7359.166488889	7359.217488889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	105.6420	13354.800	42822.600	0.5961868	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44959	Spectrogram 1	1	7360.627788889	7360.678788889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	107.1033	13354.800	42822.600	0.7226874	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44972	Spectrogram 1	1	7365.679188889	7365.730188889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	112.1547	13354.800	42822.600	0.6661714	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
44958	Spectrogram 1	1	7366.478488889	7366.529488889	ch1MPI2020-01-25_11-54-51_0000152.wav	/home/m/Dropbox/Recordings/flight_coordination_Thyroptera/converted_sound_files_90_kHz/ch1MPI2020-01-25_11-54-51_0000152.wav	112.9540	13354.800	42822.600	0.7471243	call	call	ch1MPI2020-01-25_11-54-51_0000152.wav
