"Video camara respaldo","Video camara 5","Video camara 3","Video camara 1","Día","Hora","Audio","Video","tipo de video","Grupo","Individuo","Experimento","Color","Tiempo de vuelo aprox","Anotaciones","Archivo de audio canal 1","Archivo de audio canal 2","Archivo de audio canal 3","Archivo de audio canal 4","Nuevo video camara 1","Nuevo video camara 3","Nuevo video camara 5","Nuevo video camara respaldo"
"UCR-MPI_exp156_cam-backup_2020-1-25","UCR-MPI_exp156_cam5_2020-1-25","UCR-MPI_exp156_cam3_2020-1-25","UCR-MPI_exp156_cam1_2020-1-25",2020-01-25,1899-12-31 11:06:00,148,"156","experimento","18-A-B","982126058484287","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,"replica","UCR-MPI_exp156_ch1_2020-1-25.wav","UCR-MPI_exp156_ch2_2020-1-25.wav","UCR-MPI_exp156_ch3_2020-1-25.wav","UCR-MPI_exp156_ch4_2020-1-25.wav","0156-cam1_exp_2020-1-25_UCR-MPI","0156-cam3_exp_2020-1-25_UCR-MPI","0156-cam5_exp_2020-1-25_UCR-MPI","0156-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp156_cam-backup_2020-1-25","UCR-MPI_exp156_cam5_2020-1-25","UCR-MPI_exp156_cam3_2020-1-25","UCR-MPI_exp156_cam1_2020-1-25",2020-01-25,1899-12-31 11:06:00,148,"156","experimento","18-A-B","982126058484254","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"replica","UCR-MPI_exp156_ch1_2020-1-25.wav","UCR-MPI_exp156_ch2_2020-1-25.wav","UCR-MPI_exp156_ch3_2020-1-25.wav","UCR-MPI_exp156_ch4_2020-1-25.wav","0156-cam1_exp_2020-1-25_UCR-MPI","0156-cam3_exp_2020-1-25_UCR-MPI","0156-cam5_exp_2020-1-25_UCR-MPI","0156-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp157_cam-backup_2020-1-25","UCR-MPI_exp157_cam5_2020-1-25","UCR-MPI_exp157_cam3_2020-1-25","UCR-MPI_exp157_cam1_2020-1-25",2020-01-25,1899-12-31 11:28:00,149,"157","experimento","9","900200000279519","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:00:00,"replica","UCR-MPI_exp157_ch1_2020-1-25.wav","UCR-MPI_exp157_ch2_2020-1-25.wav","UCR-MPI_exp157_ch3_2020-1-25.wav","UCR-MPI_exp157_ch4_2020-1-25.wav","0157-cam1_exp_2020-1-25_UCR-MPI","0157-cam3_exp_2020-1-25_UCR-MPI","0157-cam5_exp_2020-1-25_UCR-MPI","0157-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp157_cam-backup_2020-1-25","UCR-MPI_exp157_cam5_2020-1-25","UCR-MPI_exp157_cam3_2020-1-25","UCR-MPI_exp157_cam1_2020-1-25",2020-01-25,1899-12-31 11:28:00,149,"157","experimento","9","982126051278549","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,"replica, casi no se le ve el color","UCR-MPI_exp157_ch1_2020-1-25.wav","UCR-MPI_exp157_ch2_2020-1-25.wav","UCR-MPI_exp157_ch3_2020-1-25.wav","UCR-MPI_exp157_ch4_2020-1-25.wav","0157-cam1_exp_2020-1-25_UCR-MPI","0157-cam3_exp_2020-1-25_UCR-MPI","0157-cam5_exp_2020-1-25_UCR-MPI","0157-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp157_cam-backup_2020-1-25","UCR-MPI_exp157_cam5_2020-1-25","UCR-MPI_exp157_cam3_2020-1-25","UCR-MPI_exp157_cam1_2020-1-25",2020-01-25,1899-12-31 11:28:00,149,"157","experimento","9","900200000279415","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,"replica","UCR-MPI_exp157_ch1_2020-1-25.wav","UCR-MPI_exp157_ch2_2020-1-25.wav","UCR-MPI_exp157_ch3_2020-1-25.wav","UCR-MPI_exp157_ch4_2020-1-25.wav","0157-cam1_exp_2020-1-25_UCR-MPI","0157-cam3_exp_2020-1-25_UCR-MPI","0157-cam5_exp_2020-1-25_UCR-MPI","0157-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp157_cam-backup_2020-1-25","UCR-MPI_exp157_cam5_2020-1-25","UCR-MPI_exp157_cam3_2020-1-25","UCR-MPI_exp157_cam1_2020-1-25",2020-01-25,1899-12-31 11:28:00,149,"157","experimento","9","982126058484290","vuelo grupal/enmascarando busqueda","amarillo",1899-12-31 02:00:00,"replica","UCR-MPI_exp157_ch1_2020-1-25.wav","UCR-MPI_exp157_ch2_2020-1-25.wav","UCR-MPI_exp157_ch3_2020-1-25.wav","UCR-MPI_exp157_ch4_2020-1-25.wav","0157-cam1_exp_2020-1-25_UCR-MPI","0157-cam3_exp_2020-1-25_UCR-MPI","0157-cam5_exp_2020-1-25_UCR-MPI","0157-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp158_cam-backup_2020-1-25","UCR-MPI_exp158_cam5_2020-1-25","UCR-MPI_exp158_cam3_2020-1-25","UCR-MPI_exp158_cam1_2020-1-25",2020-01-25,1899-12-31 11:37:00,150,"158","experimento","9","900200000279519","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,"replica","UCR-MPI_exp158_ch1_2020-1-25.wav","UCR-MPI_exp158_ch2_2020-1-25.wav","UCR-MPI_exp158_ch3_2020-1-25.wav","UCR-MPI_exp158_ch4_2020-1-25.wav","0158-cam1_exp_2020-1-25_UCR-MPI","0158-cam3_exp_2020-1-25_UCR-MPI","0158-cam5_exp_2020-1-25_UCR-MPI","0158-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp158_cam-backup_2020-1-25","UCR-MPI_exp158_cam5_2020-1-25","UCR-MPI_exp158_cam3_2020-1-25","UCR-MPI_exp158_cam1_2020-1-25",2020-01-25,1899-12-31 11:37:00,150,"158","experimento","9","982126058484290","vuelo grupal/sin sonido","amarillo",1899-12-31 02:00:00,"replica","UCR-MPI_exp158_ch1_2020-1-25.wav","UCR-MPI_exp158_ch2_2020-1-25.wav","UCR-MPI_exp158_ch3_2020-1-25.wav","UCR-MPI_exp158_ch4_2020-1-25.wav","0158-cam1_exp_2020-1-25_UCR-MPI","0158-cam3_exp_2020-1-25_UCR-MPI","0158-cam5_exp_2020-1-25_UCR-MPI","0158-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp158_cam-backup_2020-1-25","UCR-MPI_exp158_cam5_2020-1-25","UCR-MPI_exp158_cam3_2020-1-25","UCR-MPI_exp158_cam1_2020-1-25",2020-01-25,1899-12-31 11:37:00,150,"158","experimento","9","900200000279415","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,"replica","UCR-MPI_exp158_ch1_2020-1-25.wav","UCR-MPI_exp158_ch2_2020-1-25.wav","UCR-MPI_exp158_ch3_2020-1-25.wav","UCR-MPI_exp158_ch4_2020-1-25.wav","0158-cam1_exp_2020-1-25_UCR-MPI","0158-cam3_exp_2020-1-25_UCR-MPI","0158-cam5_exp_2020-1-25_UCR-MPI","0158-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp158_cam-backup_2020-1-25","UCR-MPI_exp158_cam5_2020-1-25","UCR-MPI_exp158_cam3_2020-1-25","UCR-MPI_exp158_cam1_2020-1-25",2020-01-25,1899-12-31 11:37:00,150,"158","experimento","9","982126051278549","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"replica, casi no se le ve el color","UCR-MPI_exp158_ch1_2020-1-25.wav","UCR-MPI_exp158_ch2_2020-1-25.wav","UCR-MPI_exp158_ch3_2020-1-25.wav","UCR-MPI_exp158_ch4_2020-1-25.wav","0158-cam1_exp_2020-1-25_UCR-MPI","0158-cam3_exp_2020-1-25_UCR-MPI","0158-cam5_exp_2020-1-25_UCR-MPI","0158-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp159_cam-backup_2020-1-25","UCR-MPI_exp159_cam5_2020-1-25","UCR-MPI_exp159_cam3_2020-1-25","UCR-MPI_exp159_cam1_2020-1-25",2020-01-25,1899-12-31 11:45:00,151,"159","experimento","1","900200000279422","vuelo solo","no aplica",1899-12-31 02:00:00,"replica","UCR-MPI_exp159_ch1_2020-1-25.wav","UCR-MPI_exp159_ch2_2020-1-25.wav","UCR-MPI_exp159_ch3_2020-1-25.wav","UCR-MPI_exp159_ch4_2020-1-25.wav","0159-cam1_exp_2020-1-25_UCR-MPI","0159-cam3_exp_2020-1-25_UCR-MPI","0159-cam5_exp_2020-1-25_UCR-MPI","0159-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp160_cam-backup_2020-1-25","UCR-MPI_exp160_cam5_2020-1-25","UCR-MPI_exp160_cam3_2020-1-25","UCR-MPI_exp160_cam1_2020-1-25",2020-01-25,1899-12-31 11:55:00,152,"160","experimento","1","982126052945890","vuelo solo","no aplica",1899-12-31 02:00:00,"replica","UCR-MPI_exp160_ch1_2020-1-25.wav","UCR-MPI_exp160_ch2_2020-1-25.wav","UCR-MPI_exp160_ch3_2020-1-25.wav","UCR-MPI_exp160_ch4_2020-1-25.wav","0160-cam1_exp_2020-1-25_UCR-MPI","0160-cam3_exp_2020-1-25_UCR-MPI","0160-cam5_exp_2020-1-25_UCR-MPI","0160-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp161_cam-backup_2020-1-25","UCR-MPI_exp161_cam5_2020-1-25","UCR-MPI_exp161_cam3_2020-1-25","UCR-MPI_exp161_cam1_2020-1-25",2020-01-25,1899-12-31 12:00:00,153,"161","experimento","1","982126051278491","vuelo solo","no aplica",1899-12-31 02:00:00,"replica","UCR-MPI_exp161_ch1_2020-1-25.wav","UCR-MPI_exp161_ch2_2020-1-25.wav","UCR-MPI_exp161_ch3_2020-1-25.wav","UCR-MPI_exp161_ch4_2020-1-25.wav","0161-cam1_exp_2020-1-25_UCR-MPI","0161-cam3_exp_2020-1-25_UCR-MPI","0161-cam5_exp_2020-1-25_UCR-MPI","0161-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp162_cam-backup_2020-1-25","UCR-MPI_exp162_cam5_2020-1-25","UCR-MPI_exp162_cam3_2020-1-25","UCR-MPI_exp162_cam1_2020-1-25",2020-01-25,1899-12-31 12:06:00,154,"162","experimento","18-A-B","982126058484254","vuelo solo","no aplica",1899-12-31 02:00:00,"replica","UCR-MPI_exp162_ch1_2020-1-25.wav","UCR-MPI_exp162_ch2_2020-1-25.wav","UCR-MPI_exp162_ch3_2020-1-25.wav","UCR-MPI_exp162_ch4_2020-1-25.wav","0162-cam1_exp_2020-1-25_UCR-MPI","0162-cam3_exp_2020-1-25_UCR-MPI","0162-cam5_exp_2020-1-25_UCR-MPI","0162-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp164_cam-backup_2020-1-25","UCR-MPI_exp164_cam5_2020-1-25","UCR-MPI_exp164_cam3_2020-1-25","UCR-MPI_exp164_cam1_2020-1-25",2020-01-25,1899-12-31 12:12:00,156,"164","experimento","18-A-B","982126058484287","vuelo solo","no aplica",1899-12-31 02:00:00,"replica, audio 155 debe ser borrado","UCR-MPI_exp164_ch1_2020-1-25.wav","UCR-MPI_exp164_ch2_2020-1-25.wav","UCR-MPI_exp164_ch3_2020-1-25.wav","UCR-MPI_exp164_ch4_2020-1-25.wav","0164-cam1_exp_2020-1-25_UCR-MPI","0164-cam3_exp_2020-1-25_UCR-MPI","0164-cam5_exp_2020-1-25_UCR-MPI","0164-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp165_cam-backup_2020-1-25","UCR-MPI_exp165_cam5_2020-1-25","UCR-MPI_exp165_cam3_2020-1-25","UCR-MPI_exp165_cam1_2020-1-25",2020-01-25,1899-12-31 12:17:00,157,"165","experimento","18-A-B","900200000206691","vuelo solo","no aplica",1899-12-31 02:00:00,"replica","UCR-MPI_exp165_ch1_2020-1-25.wav","UCR-MPI_exp165_ch2_2020-1-25.wav","UCR-MPI_exp165_ch3_2020-1-25.wav","UCR-MPI_exp165_ch4_2020-1-25.wav","0165-cam1_exp_2020-1-25_UCR-MPI","0165-cam3_exp_2020-1-25_UCR-MPI","0165-cam5_exp_2020-1-25_UCR-MPI","0165-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp166_cam-backup_2020-1-25","UCR-MPI_exp166_cam5_2020-1-25","UCR-MPI_exp166_cam3_2020-1-25","UCR-MPI_exp166_cam1_2020-1-25",2020-01-25,1899-12-31 12:25:00,158,"166","experimento","9","900200000279519","vuelo solo","no aplica",1899-12-31 02:00:00,"replica","UCR-MPI_exp166_ch1_2020-1-25.wav","UCR-MPI_exp166_ch2_2020-1-25.wav","UCR-MPI_exp166_ch3_2020-1-25.wav","UCR-MPI_exp166_ch4_2020-1-25.wav","0166-cam1_exp_2020-1-25_UCR-MPI","0166-cam3_exp_2020-1-25_UCR-MPI","0166-cam5_exp_2020-1-25_UCR-MPI","0166-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp167_cam-backup_2020-1-25","UCR-MPI_exp167_cam5_2020-1-25","UCR-MPI_exp167_cam3_2020-1-25","UCR-MPI_exp167_cam1_2020-1-25",2020-01-25,1899-12-31 12:30:00,159,"167","experimento","9","982126051278549","vuelo solo","no aplica",1899-12-31 02:00:00,"replica","UCR-MPI_exp167_ch1_2020-1-25.wav","UCR-MPI_exp167_ch2_2020-1-25.wav","UCR-MPI_exp167_ch3_2020-1-25.wav","UCR-MPI_exp167_ch4_2020-1-25.wav","0167-cam1_exp_2020-1-25_UCR-MPI","0167-cam3_exp_2020-1-25_UCR-MPI","0167-cam5_exp_2020-1-25_UCR-MPI","0167-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp168_cam-backup_2020-1-25","UCR-MPI_exp168_cam5_2020-1-25","UCR-MPI_exp168_cam3_2020-1-25","UCR-MPI_exp168_cam1_2020-1-25",2020-01-25,1899-12-31 12:37:00,160,"168","experimento","9","900200000279415","vuelo solo","no aplica",1899-12-31 02:00:00,"replica","UCR-MPI_exp168_ch1_2020-1-25.wav","UCR-MPI_exp168_ch2_2020-1-25.wav","UCR-MPI_exp168_ch3_2020-1-25.wav","UCR-MPI_exp168_ch4_2020-1-25.wav","0168-cam1_exp_2020-1-25_UCR-MPI","0168-cam3_exp_2020-1-25_UCR-MPI","0168-cam5_exp_2020-1-25_UCR-MPI","0168-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp169_cam-backup_2020-1-25","UCR-MPI_exp169_cam5_2020-1-25","UCR-MPI_exp169_cam3_2020-1-25","UCR-MPI_exp169_cam1_2020-1-25",2020-01-25,1899-12-31 12:41:00,161,"169","experimento","9","982126058484290","vuelo solo","no aplica",1899-12-31 02:00:00,"replica","UCR-MPI_exp169_ch1_2020-1-25.wav","UCR-MPI_exp169_ch2_2020-1-25.wav","UCR-MPI_exp169_ch3_2020-1-25.wav","UCR-MPI_exp169_ch4_2020-1-25.wav","0169-cam1_exp_2020-1-25_UCR-MPI","0169-cam3_exp_2020-1-25_UCR-MPI","0169-cam5_exp_2020-1-25_UCR-MPI","0169-cam-backup_exp_2020-1-25_UCR-MPI"
"UCR-MPI_exp171_cam-backup_2020-1-26","UCR-MPI_exp171_cam5_2020-1-26","UCR-MPI_exp171_cam3_2020-1-26","UCR-MPI_exp171_cam1_2020-1-26",2020-01-26,1899-12-31 09:17:00,162,"171","experimento","12/NN","982126058484346","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp171_ch1_2020-1-26.wav","UCR-MPI_exp171_ch2_2020-1-26.wav","UCR-MPI_exp171_ch3_2020-1-26.wav","UCR-MPI_exp171_ch4_2020-1-26.wav","0171-cam1_exp_2020-1-26_UCR-MPI","0171-cam3_exp_2020-1-26_UCR-MPI","0171-cam5_exp_2020-1-26_UCR-MPI","0171-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp171_cam-backup_2020-1-26","UCR-MPI_exp171_cam5_2020-1-26","UCR-MPI_exp171_cam3_2020-1-26","UCR-MPI_exp171_cam1_2020-1-26",2020-01-26,1899-12-31 09:17:00,162,"171","experimento","12/NN","982126058484262","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp171_ch1_2020-1-26.wav","UCR-MPI_exp171_ch2_2020-1-26.wav","UCR-MPI_exp171_ch3_2020-1-26.wav","UCR-MPI_exp171_ch4_2020-1-26.wav","0171-cam1_exp_2020-1-26_UCR-MPI","0171-cam3_exp_2020-1-26_UCR-MPI","0171-cam5_exp_2020-1-26_UCR-MPI","0171-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp171_cam-backup_2020-1-26","UCR-MPI_exp171_cam5_2020-1-26","UCR-MPI_exp171_cam3_2020-1-26","UCR-MPI_exp171_cam1_2020-1-26",2020-01-26,1899-12-31 09:17:00,162,"171","experimento","12/NN","900200000279490","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp171_ch1_2020-1-26.wav","UCR-MPI_exp171_ch2_2020-1-26.wav","UCR-MPI_exp171_ch3_2020-1-26.wav","UCR-MPI_exp171_ch4_2020-1-26.wav","0171-cam1_exp_2020-1-26_UCR-MPI","0171-cam3_exp_2020-1-26_UCR-MPI","0171-cam5_exp_2020-1-26_UCR-MPI","0171-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp172_cam-backup_2020-1-26","UCR-MPI_exp172_cam5_2020-1-26","UCR-MPI_exp172_cam3_2020-1-26","UCR-MPI_exp172_cam1_2020-1-26",2020-01-26,1899-12-31 09:22:00,163,"172","experimento","12/NN","900200000279490","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,"replica, empezaron a volar antes de tomar tiempo, revisar en audio cuando glori dice que estan volando, back up camara 4","UCR-MPI_exp172_ch1_2020-1-26.wav","UCR-MPI_exp172_ch2_2020-1-26.wav","UCR-MPI_exp172_ch3_2020-1-26.wav","UCR-MPI_exp172_ch4_2020-1-26.wav","0172-cam1_exp_2020-1-26_UCR-MPI","0172-cam3_exp_2020-1-26_UCR-MPI","0172-cam5_exp_2020-1-26_UCR-MPI","0172-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp172_cam-backup_2020-1-26","UCR-MPI_exp172_cam5_2020-1-26","UCR-MPI_exp172_cam3_2020-1-26","UCR-MPI_exp172_cam1_2020-1-26",2020-01-26,1899-12-31 09:22:00,163,"172","experimento","12/NN","982126058484346","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,"replica, empezaron a volar antes de tomar tiempo, revisar en audio cuando glori dice que estan volando, back up camara 4","UCR-MPI_exp172_ch1_2020-1-26.wav","UCR-MPI_exp172_ch2_2020-1-26.wav","UCR-MPI_exp172_ch3_2020-1-26.wav","UCR-MPI_exp172_ch4_2020-1-26.wav","0172-cam1_exp_2020-1-26_UCR-MPI","0172-cam3_exp_2020-1-26_UCR-MPI","0172-cam5_exp_2020-1-26_UCR-MPI","0172-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp172_cam-backup_2020-1-26","UCR-MPI_exp172_cam5_2020-1-26","UCR-MPI_exp172_cam3_2020-1-26","UCR-MPI_exp172_cam1_2020-1-26",2020-01-26,1899-12-31 09:22:00,163,"172","experimento","12/NN","982126058484262","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:00:00,"replica, empezaron a volar antes de tomar tiempo, revisar en audio cuando glori dice que estan volando, back up camara 4","UCR-MPI_exp172_ch1_2020-1-26.wav","UCR-MPI_exp172_ch2_2020-1-26.wav","UCR-MPI_exp172_ch3_2020-1-26.wav","UCR-MPI_exp172_ch4_2020-1-26.wav","0172-cam1_exp_2020-1-26_UCR-MPI","0172-cam3_exp_2020-1-26_UCR-MPI","0172-cam5_exp_2020-1-26_UCR-MPI","0172-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp174_cam-backup_2020-1-26","UCR-MPI_exp174_cam5_2020-1-26","UCR-MPI_exp174_cam3_2020-1-26","UCR-MPI_exp174_cam1_2020-1-26",2020-01-26,1899-12-31 09:35:00,164,"174","experimento","6/?","982126058484291","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp174_ch1_2020-1-26.wav","UCR-MPI_exp174_ch2_2020-1-26.wav","UCR-MPI_exp174_ch3_2020-1-26.wav","UCR-MPI_exp174_ch4_2020-1-26.wav","0174-cam1_exp_2020-1-26_UCR-MPI","0174-cam3_exp_2020-1-26_UCR-MPI","0174-cam5_exp_2020-1-26_UCR-MPI","0174-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp174_cam-backup_2020-1-26","UCR-MPI_exp174_cam5_2020-1-26","UCR-MPI_exp174_cam3_2020-1-26","UCR-MPI_exp174_cam1_2020-1-26",2020-01-26,1899-12-31 09:35:00,164,"174","experimento","6/?","900200000279790","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp174_ch1_2020-1-26.wav","UCR-MPI_exp174_ch2_2020-1-26.wav","UCR-MPI_exp174_ch3_2020-1-26.wav","UCR-MPI_exp174_ch4_2020-1-26.wav","0174-cam1_exp_2020-1-26_UCR-MPI","0174-cam3_exp_2020-1-26_UCR-MPI","0174-cam5_exp_2020-1-26_UCR-MPI","0174-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp175_cam-backup_2020-1-26","UCR-MPI_exp175_cam5_2020-1-26","UCR-MPI_exp175_cam3_2020-1-26","UCR-MPI_exp175_cam1_2020-1-26",2020-01-26,1899-12-31 09:50:00,165,"175","experimento","6/?","900200000279790","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp175_ch1_2020-1-26.wav","UCR-MPI_exp175_ch2_2020-1-26.wav","UCR-MPI_exp175_ch3_2020-1-26.wav","UCR-MPI_exp175_ch4_2020-1-26.wav","0175-cam1_exp_2020-1-26_UCR-MPI","0175-cam3_exp_2020-1-26_UCR-MPI","0175-cam5_exp_2020-1-26_UCR-MPI","0175-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp175_cam-backup_2020-1-26","UCR-MPI_exp175_cam5_2020-1-26","UCR-MPI_exp175_cam3_2020-1-26","UCR-MPI_exp175_cam1_2020-1-26",2020-01-26,1899-12-31 09:50:00,165,"175","experimento","6/?","982126058484291","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp175_ch1_2020-1-26.wav","UCR-MPI_exp175_ch2_2020-1-26.wav","UCR-MPI_exp175_ch3_2020-1-26.wav","UCR-MPI_exp175_ch4_2020-1-26.wav","0175-cam1_exp_2020-1-26_UCR-MPI","0175-cam3_exp_2020-1-26_UCR-MPI","0175-cam5_exp_2020-1-26_UCR-MPI","0175-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp177_cam-backup_2020-1-26","UCR-MPI_exp177_cam5_2020-1-26","UCR-MPI_exp177_cam3_2020-1-26","UCR-MPI_exp177_cam1_2020-1-26",2020-01-26,1899-12-31 10:07:00,166,"177","experimento","21","982126052945838","vuelo solo","no aplica",1899-12-31 02:00:00,"replica, back up camara 4, camara 3 se reajusto luego del video 175 y por eso se calibro","UCR-MPI_exp177_ch1_2020-1-26.wav","UCR-MPI_exp177_ch2_2020-1-26.wav","UCR-MPI_exp177_ch3_2020-1-26.wav","UCR-MPI_exp177_ch4_2020-1-26.wav","0177-cam1_exp_2020-1-26_UCR-MPI","0177-cam3_exp_2020-1-26_UCR-MPI","0177-cam5_exp_2020-1-26_UCR-MPI","0177-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp178_cam-backup_2020-1-26","UCR-MPI_exp178_cam5_2020-1-26","UCR-MPI_exp178_cam3_2020-1-26","UCR-MPI_exp178_cam1_2020-1-26",2020-01-26,1899-12-31 10:12:00,167,"178","experimento","21","982126058484303","vuelo solo","no aplica",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp178_ch1_2020-1-26.wav","UCR-MPI_exp178_ch2_2020-1-26.wav","UCR-MPI_exp178_ch3_2020-1-26.wav","UCR-MPI_exp178_ch4_2020-1-26.wav","0178-cam1_exp_2020-1-26_UCR-MPI","0178-cam3_exp_2020-1-26_UCR-MPI","0178-cam5_exp_2020-1-26_UCR-MPI","0178-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp179_cam-backup_2020-1-26","UCR-MPI_exp179_cam5_2020-1-26","UCR-MPI_exp179_cam3_2020-1-26","UCR-MPI_exp179_cam1_2020-1-26",2020-01-26,1899-12-31 10:18:00,168,"179","experimento","21","982126051278467","vuelo solo","no aplica",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp179_ch1_2020-1-26.wav","UCR-MPI_exp179_ch2_2020-1-26.wav","UCR-MPI_exp179_ch3_2020-1-26.wav","UCR-MPI_exp179_ch4_2020-1-26.wav","0179-cam1_exp_2020-1-26_UCR-MPI","0179-cam3_exp_2020-1-26_UCR-MPI","0179-cam5_exp_2020-1-26_UCR-MPI","0179-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp180_cam-backup_2020-1-26","UCR-MPI_exp180_cam5_2020-1-26","UCR-MPI_exp180_cam3_2020-1-26","UCR-MPI_exp180_cam1_2020-1-26",2020-01-26,1899-12-31 10:26:00,169,"180","experimento","6/?","982126058484291","vuelo solo","no aplica",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp180_ch1_2020-1-26.wav","UCR-MPI_exp180_ch2_2020-1-26.wav","UCR-MPI_exp180_ch3_2020-1-26.wav","UCR-MPI_exp180_ch4_2020-1-26.wav","0180-cam1_exp_2020-1-26_UCR-MPI","0180-cam3_exp_2020-1-26_UCR-MPI","0180-cam5_exp_2020-1-26_UCR-MPI","0180-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp181_cam-backup_2020-1-26","UCR-MPI_exp181_cam5_2020-1-26","UCR-MPI_exp181_cam3_2020-1-26","UCR-MPI_exp181_cam1_2020-1-26",2020-01-26,1899-12-31 10:46:00,170,"181","experimento","6/?","900200000279790","vuelo solo","no aplica",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp181_ch1_2020-1-26.wav","UCR-MPI_exp181_ch2_2020-1-26.wav","UCR-MPI_exp181_ch3_2020-1-26.wav","UCR-MPI_exp181_ch4_2020-1-26.wav","0181-cam1_exp_2020-1-26_UCR-MPI","0181-cam3_exp_2020-1-26_UCR-MPI","0181-cam5_exp_2020-1-26_UCR-MPI","0181-cam-backup_exp_2020-1-26_UCR-MPI"
"UCR-MPI_exp182_cam-backup_2020-1-26","UCR-MPI_exp182_cam5_2020-1-26","UCR-MPI_exp182_cam3_2020-1-26","UCR-MPI_exp182_cam1_2020-1-26",2020-01-26,1899-12-31 10:59:00,171,"182","experimento","21","982126051278467","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,"replica, back up camara 4","UCR-MPI_exp182_ch1_2020-1-26.wav","UCR-MPI_exp182_ch2_2020-1-26.wav","UCR-MPI_exp182_ch3_2020-1-26.wav","UCR-MPI_exp182_ch4_2020-1-26.wav","0182-cam1_exp_2020-1-26_UCR-MPI","0182-cam3_exp_2020-1-26_UCR-MPI","0182-cam5_exp_2020-1-26_UCR-MPI","0182-cam-backup_exp_2020-1-26_UCR-MPI"
